id,billboard_id,track_title,track_performer,file_path,jams_path
billboard_179,0852,Bad Moon Rising,Creedence Clearwater Revival,../../partitions/billboard/raw/original/0852/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_179.jams
billboard_180,0297,That's the Way I Feel About Cha,Bobby Womack,../../partitions/billboard/raw/original/0297/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_180.jams
billboard_181,1177,Against The Wind,Bob Seger,../../partitions/billboard/raw/original/1177/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_181.jams
billboard_182,0263,Last Kiss,Wednesday,../../partitions/billboard/raw/original/0263/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_182.jams
billboard_183,0051,Carrie,Cliff Richard,../../partitions/billboard/raw/original/0051/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_183.jams
billboard_184,1183,Private Dancer,Tina Turner,../../partitions/billboard/raw/original/1183/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_184.jams
billboard_185,0607,Everlasting Love,Carl Carlton,../../partitions/billboard/raw/original/0607/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_185.jams
billboard_186,0890,Let's Go Get Stoned,Ray Charles,../../partitions/billboard/raw/original/0890/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_186.jams
billboard_187,0864,Elvira,Oak Ridge Boys,../../partitions/billboard/raw/original/0864/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_187.jams
billboard_188,1141,Talk Back Trembling Lips,Johnny Tillotson,../../partitions/billboard/raw/original/1141/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_188.jams
billboard_189,0403,I Never Loved A Man,Aretha Franklin,../../partitions/billboard/raw/original/0403/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_189.jams
billboard_190,0631,If You really love me,Stevie Wonder,../../partitions/billboard/raw/original/0631/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_190.jams
billboard_191,0067,Bongo Stomp,Little Joey & The Flips,../../partitions/billboard/raw/original/0067/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_191.jams
billboard_192,0863,Wheels,The String-A-Longs,../../partitions/billboard/raw/original/0863/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_192.jams
billboard_193,0636,After the Lovin',Engelbert Humperdinck,../../partitions/billboard/raw/original/0636/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_193.jams
billboard_194,0404,He's A Rebel,The Crystals,../../partitions/billboard/raw/original/0404/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_194.jams
billboard_195,1146,"Abraham, Martin And John",Dion,../../partitions/billboard/raw/original/1146/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_195.jams
billboard_196,0094,Wild Horses,Rolling Stones,../../partitions/billboard/raw/original/0094/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_196.jams
billboard_197,0206,Maybe I'm Amazed,Paul McCartney,../../partitions/billboard/raw/original/0206/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_197.jams
billboard_198,0034,Yvonne Elliman,If I Can't Have You,../../partitions/billboard/raw/original/0034/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_198.jams
billboard_199,0450,Jessie's Girl,Rick Springfield,../../partitions/billboard/raw/original/0450/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_199.jams
billboard_200,0662,Looking For A Love,The J. Geils Band,../../partitions/billboard/raw/original/0662/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_200.jams
billboard_201,0696,Too Many Rivers,Brenda Lee,../../partitions/billboard/raw/original/0696/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_201.jams
billboard_202,1112,Never Knew Love Like This Before,Stephanie Mills,../../partitions/billboard/raw/original/1112/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_202.jams
billboard_203,0837,Sweet Love,Anita Baker,../../partitions/billboard/raw/original/0837/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_203.jams
billboard_204,0239,Sail On Sailor,The Beach Boys,../../partitions/billboard/raw/original/0239/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_204.jams
billboard_205,0691,Tell It Like It Is,The Neville Brothers,../../partitions/billboard/raw/original/0691/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_205.jams
billboard_206,0457,Not Fade Away,Rolling Stones,../../partitions/billboard/raw/original/0457/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_206.jams
billboard_207,0033,Crazy On You,Heart,../../partitions/billboard/raw/original/0033/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_207.jams
billboard_208,0830,Trying To Live My Life Without You,Bob Seger & The Silver Bullet Band,../../partitions/billboard/raw/original/0830/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_208.jams
billboard_209,0468,Ain't Too Proud To Beg,The Temptations,../../partitions/billboard/raw/original/0468/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_209.jams
billboard_210,1123,Lonely Weekends,Charlie Rich,../../partitions/billboard/raw/original/1123/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_210.jams
billboard_211,0839,When Will I Be Loved,Linda Ronstadt,../../partitions/billboard/raw/original/0839/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_211.jams
billboard_212,0461,On Broadway,The Drifters,../../partitions/billboard/raw/original/0461/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_212.jams
billboard_213,0698,People Get Ready,Jeff Beck,../../partitions/billboard/raw/original/0698/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_213.jams
billboard_214,0208,Another Rainy Day in New York City,Chicago,../../partitions/billboard/raw/original/0208/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_214.jams
billboard_215,0806,We're All Alone,Rita Coolidge,../../partitions/billboard/raw/original/0806/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_215.jams
billboard_216,0654,Tainted Love,Soft Cell,../../partitions/billboard/raw/original/0654/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_216.jams
billboard_217,1124,Carry Me,"David Crosby,Graham Nash",../../partitions/billboard/raw/original/1124/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_217.jams
billboard_218,0492,Don't stand so close to me,Police,../../partitions/billboard/raw/original/0492/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_218.jams
billboard_219,0649,Stoned Love,The Supremes,../../partitions/billboard/raw/original/0649/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_219.jams
billboard_220,0823,Lovely Day,Bill Withers,../../partitions/billboard/raw/original/0823/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_220.jams
billboard_221,1139,Are You Sure Hank Done It This Way,Waylon Jennings,../../partitions/billboard/raw/original/1139/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_221.jams
billboard_222,0212,It's Gonna Work Out Fine,Ike & Tina Turner,../../partitions/billboard/raw/original/0212/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_222.jams
billboard_223,0444,I Really Don't Want To Know,Elvis Presley,../../partitions/billboard/raw/original/0444/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_223.jams
billboard_224,0682,Brandy,Looking Glass,../../partitions/billboard/raw/original/0682/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_224.jams
billboard_225,1106,Bust A Move,Young MC,../../partitions/billboard/raw/original/1106/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_225.jams
billboard_226,0824,50 Ways To Leave Your Lover,Paul Simon,../../partitions/billboard/raw/original/0824/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_226.jams
billboard_227,0018,Kiss On My List,Hall & Oates,../../partitions/billboard/raw/original/0018/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_227.jams
billboard_228,1101,(I was) Born To Cry,Dion,../../partitions/billboard/raw/original/1101/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_228.jams
billboard_229,0685,Silent Lucidity,Queensryche,../../partitions/billboard/raw/original/0685/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_229.jams
billboard_230,0443,Better Things,The Kinks,../../partitions/billboard/raw/original/0443/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_230.jams
billboard_231,0671,Heaven's Just A Sin Away,The Kendalls,../../partitions/billboard/raw/original/0671/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_231.jams
billboard_232,0215,Magic Man,Heart,../../partitions/billboard/raw/original/0215/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_232.jams
billboard_233,0027,Rock 'n' Roll Fantasy,Bad Company,../../partitions/billboard/raw/original/0027/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_233.jams
billboard_234,0678,Chained And Bound,Otis Redding,../../partitions/billboard/raw/original/0678/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_234.jams
billboard_235,0812,Super Freak Part One,Rick James,../../partitions/billboard/raw/original/0812/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_235.jams
billboard_236,0481,"Baby, Baby Don't Cry",The Miracles,../../partitions/billboard/raw/original/0481/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_236.jams
billboard_237,0223,Wanna Be Startin' Somethin',Michael Jackson,../../partitions/billboard/raw/original/0223/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_237.jams
billboard_238,0475,Daydream Believer,Anne Murray,../../partitions/billboard/raw/original/0475/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_238.jams
billboard_239,0647,Caught Up In The Rapture,Anita Baker,../../partitions/billboard/raw/original/0647/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_239.jams
billboard_240,0029,The Joker,Steve Miller Band,../../partitions/billboard/raw/original/0029/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_240.jams
billboard_241,0640,Think,James Brown,../../partitions/billboard/raw/original/0640/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_241.jams
billboard_242,0472,Sweet Music Man,Kenny Rogers,../../partitions/billboard/raw/original/0472/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_242.jams
billboard_243,0016,She Bop,Cyndi Lauper,../../partitions/billboard/raw/original/0016/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_243.jams
billboard_244,0224,Galveston,Glen Campbell,../../partitions/billboard/raw/original/0224/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_244.jams
billboard_245,0426,I m Goin Down,Bruce Springsteen,../../partitions/billboard/raw/original/0426/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_245.jams
billboard_246,0614,I want to take you higher,Sly And The Family Stone,../../partitions/billboard/raw/original/0614/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_246.jams
billboard_247,0270,In My Room,The Beach Boys,../../partitions/billboard/raw/original/0270/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_247.jams
billboard_248,1190,Only Sixteen,Dr. Hook,../../partitions/billboard/raw/original/1190/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_248.jams
billboard_249,0284,These Boots Are Made For Walkin',Nancy Sinatra,../../partitions/billboard/raw/original/0284/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_249.jams
billboard_250,1164,Ten Percent,Double Exposure,../../partitions/billboard/raw/original/1164/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_250.jams
billboard_251,0841,Born To Be Wild,Steppenwolf,../../partitions/billboard/raw/original/0841/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_251.jams
billboard_252,0419,Blow Away,George Harrison,../../partitions/billboard/raw/original/0419/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_252.jams
billboard_253,0089,Fire And Ice,Pat Benetar,../../partitions/billboard/raw/original/0089/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_253.jams
billboard_254,1163,My Love,Paul McCartney & Wings,../../partitions/billboard/raw/original/1163/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_254.jams
billboard_255,1197,I Won't Stand In Your Way,Stray Cats,../../partitions/billboard/raw/original/1197/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_255.jams
billboard_256,0879,Walk This Way,Run-D.M.C.,../../partitions/billboard/raw/original/0879/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_256.jams
billboard_257,0421,Pinball Wizard,The Who,../../partitions/billboard/raw/original/0421/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_257.jams
billboard_258,0248,I'd Love To Change The World,Ten Years After,../../partitions/billboard/raw/original/0248/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_258.jams
billboard_259,0846,Dance Away,Roxy,../../partitions/billboard/raw/original/0846/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_259.jams
billboard_260,1155,Running On Empty,Jackson Browne,../../partitions/billboard/raw/original/1155/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_260.jams
billboard_261,0625,Higher Ground,Stevie Wonder,../../partitions/billboard/raw/original/0625/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_261.jams
billboard_262,0417,"(You're So Square) Baby, I Don't Care",Joni Mitchell,../../partitions/billboard/raw/original/0417/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_262.jams
billboard_263,0073,Crazy On You,Heart,../../partitions/billboard/raw/original/0073/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_263.jams
billboard_264,0241,White Christmas,Bing Crosby,../../partitions/billboard/raw/original/0241/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_264.jams
billboard_265,0884,One,Metallica,../../partitions/billboard/raw/original/0884/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_265.jams
billboard_266,0870,And She Was,Talking Heads,../../partitions/billboard/raw/original/0870/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_266.jams
billboard_267,0246,Rhinestone Cowboy,Glen Campbell,../../partitions/billboard/raw/original/0246/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_267.jams
billboard_268,0074,Nowhere To Run,Martha Reeves & The Vandellas,../../partitions/billboard/raw/original/0074/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_268.jams
billboard_269,0848,"Liar, Liar",The Castaways,../../partitions/billboard/raw/original/0848/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_269.jams
billboard_270,0410,Jimmy's Girl,Johnny Tillotson,../../partitions/billboard/raw/original/0410/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_270.jams
billboard_271,1152,Love Came To Me,Dion,../../partitions/billboard/raw/original/1152/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_271.jams
billboard_272,0279,Born To Be Alive,Patrick Hernandez,../../partitions/billboard/raw/original/0279/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_272.jams
billboard_273,0814,Big Iron,Marty Robbins,../../partitions/billboard/raw/original/0814/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_273.jams
billboard_274,0473,Come Together,The Beatles,../../partitions/billboard/raw/original/0473/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_274.jams
billboard_275,0813,California Nights,Leslie Gore,../../partitions/billboard/raw/original/0813/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_275.jams
billboard_276,1109,It Takes Two,Rob Base,../../partitions/billboard/raw/original/1109/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_276.jams
billboard_277,0010,An Innocent Man,Billy Joel,../../partitions/billboard/raw/original/0010/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_277.jams
billboard_278,0222,For Ol' Times Sake,Elvis Presley,../../partitions/billboard/raw/original/0222/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_278.jams
billboard_279,0474,Silver Threads And Golden Needles,The Cowsills,../../partitions/billboard/raw/original/0474/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_279.jams
billboard_280,0480,Give It To Me Baby,Rick James,../../partitions/billboard/raw/original/0480/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_280.jams
billboard_281,1136,Get Together,The Youngbloods,../../partitions/billboard/raw/original/1136/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_281.jams
billboard_282,0019,Here's Some Love,Tanya Tucker,../../partitions/billboard/raw/original/0019/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_282.jams
billboard_283,0670,Silent Lucidity,Queensryche,../../partitions/billboard/raw/original/0670/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_283.jams
billboard_284,0442,World In My Eyes,Depeche Mode,../../partitions/billboard/raw/original/0442/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_284.jams
billboard_285,0026,Swing Talkin' Guy,Chiffons,../../partitions/billboard/raw/original/0026/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_285.jams
billboard_286,0214,The Right Time,Ray Charles,../../partitions/billboard/raw/original/0214/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_286.jams
billboard_287,1100,If I Could Build My Whole World Around You,Marvin Gaye & Tammy Terrell,../../partitions/billboard/raw/original/1100/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_287.jams
billboard_288,0684,Feelin' Stronger Every Day,Chicago,../../partitions/billboard/raw/original/0684/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_288.jams
billboard_289,1138,Torn Between Two Lovers,Mary MacGregor,../../partitions/billboard/raw/original/1138/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_289.jams
billboard_290,0648,What Have I Done To Deserve This?,Pet Shop Boys,../../partitions/billboard/raw/original/0648/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_290.jams
billboard_291,0822,I Cried A Tear,LaVern Baker,../../partitions/billboard/raw/original/0822/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_291.jams
billboard_292,0683,That Girl,Stevie Wonder,../../partitions/billboard/raw/original/0683/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_292.jams
billboard_293,1107,"Ob-La-Di, Ob-La-Da",The Beatles',../../partitions/billboard/raw/original/1107/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_293.jams
billboard_294,0213,Comin' Home Baby,Mel Torme,../../partitions/billboard/raw/original/0213/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_294.jams
billboard_295,0021,Just Can't Wait,The J. Geils Band,../../partitions/billboard/raw/original/0021/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_295.jams
billboard_296,0445,Old Days,Chicago,../../partitions/billboard/raw/original/0445/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_296.jams
billboard_297,0677,Don't Knock My Love - Pt. 1,Wilson Pickett,../../partitions/billboard/raw/original/0677/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_297.jams
billboard_298,1153,The Sounds Of Silence,Simon & Garfunkel,../../partitions/billboard/raw/original/1153/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_298.jams
billboard_299,0081,You Can Call Me Al,Paul Simon,../../partitions/billboard/raw/original/0081/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_299.jams
billboard_300,0849,Do You Love Me,The Contours,../../partitions/billboard/raw/original/0849/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_300.jams
billboard_301,0075,Drivin' Wheel,Foghat,../../partitions/billboard/raw/original/0075/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_301.jams
billboard_302,0247,Last Kiss,J. Frank Wilson & The Cavaliers,../../partitions/billboard/raw/original/0247/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_302.jams
billboard_303,0623,It's Only Make Believe,Glen Campbell,../../partitions/billboard/raw/original/0623/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_303.jams
billboard_304,0882,Somebody s Watching Me,Rockwell,../../partitions/billboard/raw/original/0882/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_304.jams
billboard_305,0278,Waiting On A Friend,Rolling Stones,../../partitions/billboard/raw/original/0278/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_305.jams
billboard_306,0240,Just The Way You Are,Billy Joel,../../partitions/billboard/raw/original/0240/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_306.jams
billboard_307,0072,Get Together,The Youngbloods,../../partitions/billboard/raw/original/0072/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_307.jams
billboard_308,1154,Think Of Me,Buck Owens,../../partitions/billboard/raw/original/1154/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_308.jams
billboard_309,0086,Space Oddity,David Bowie,../../partitions/billboard/raw/original/0086/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_309.jams
billboard_310,0429,Put Your Hand In The Hand,Ocean,../../partitions/billboard/raw/original/0429/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_310.jams
billboard_311,0885,The Way You Do The Things You Do,UB40,../../partitions/billboard/raw/original/0885/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_311.jams
billboard_312,0276,Patches,Clarence Carter,../../partitions/billboard/raw/original/0276/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_312.jams
billboard_313,0044,Some Like It Hot,The Power Station,../../partitions/billboard/raw/original/0044/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_313.jams
billboard_314,0282,Gotta Serve Somebody,Bob Dylan,../../partitions/billboard/raw/original/0282/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_314.jams
billboard_315,1162,Cruisin',Smokey Robinson,../../partitions/billboard/raw/original/1162/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_315.jams
billboard_316,0847,Sweet Surrender,Bread,../../partitions/billboard/raw/original/0847/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_316.jams
billboard_317,0249,Old Time Rock & Roll,Bob Seger,../../partitions/billboard/raw/original/0249/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_317.jams
billboard_318,0615,Hot Child in the City,Nick Gilder,../../partitions/billboard/raw/original/0615/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_318.jams
billboard_319,0427,Bluebirds Over The Mountain,The Beach Boys,../../partitions/billboard/raw/original/0427/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_319.jams
billboard_320,0043,Two Hearts,Phil Collins,../../partitions/billboard/raw/original/0043/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_320.jams
billboard_321,0271,Addicted to Love,Robert Palmer,../../partitions/billboard/raw/original/0271/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_321.jams
billboard_322,0088,Buy For Me The Rain,Nitty Gritty Dirt Band,../../partitions/billboard/raw/original/0088/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_322.jams
billboard_323,0418,Chain Of Fools,Aretha Franklin,../../partitions/billboard/raw/original/0418/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_323.jams
billboard_324,0758,Come Monday,Jimmy Buffett,../../partitions/billboard/raw/original/0758/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_324.jams
billboard_325,0932,Treat Her Like A Lady,Cornelius Brothers & Sister Rose,../../partitions/billboard/raw/original/0932/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_325.jams
billboard_326,0131,I wouldn't Have Missed it For The World,Ronnie Milsap,../../partitions/billboard/raw/original/0131/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_326.jams
billboard_327,0303,Break It To Me Gently,Juice Newton,../../partitions/billboard/raw/original/0303/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_327.jams
billboard_328,0767,The Night Chicago Died,Paper Lace,../../partitions/billboard/raw/original/0767/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_328.jams
billboard_329,0555,Surrender,Cheap Trick,../../partitions/billboard/raw/original/0555/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_329.jams
billboard_330,0793,My Way,Elvis Presley,../../partitions/billboard/raw/original/0793/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_330.jams
billboard_331,1225,I've Got A Tiger By The Tail,Buck Owens,../../partitions/billboard/raw/original/1225/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_331.jams
billboard_332,0599,Hey Stoopid,Alice Cooper,../../partitions/billboard/raw/original/0599/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_332.jams
billboard_333,0109,Ma belle amie,The tee set,../../partitions/billboard/raw/original/0109/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_333.jams
billboard_334,0935,Cry Like A Baby,The Box Tops,../../partitions/billboard/raw/original/0935/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_334.jams
billboard_335,1222,Carrie,Cliff Richard,../../partitions/billboard/raw/original/1222/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_335.jams
billboard_336,0794,Catch My Fall,Billy Idol,../../partitions/billboard/raw/original/0794/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_336.jams
billboard_337,0552,Born To Be Alive,Patrick Hernandez,../../partitions/billboard/raw/original/0552/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_337.jams
billboard_338,0304,The Humpty Dance,Digital Underground,../../partitions/billboard/raw/original/0304/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_338.jams
billboard_339,1019,The Arms Of Orion,Prince & Sheena Easton,../../partitions/billboard/raw/original/1019/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_339.jams
billboard_340,0769,All Through The Night,Cyndi Lauper,../../partitions/billboard/raw/original/0769/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_340.jams
billboard_341,0903,Be My Baby,The Ronettes,../../partitions/billboard/raw/original/0903/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_341.jams
billboard_342,0590,Talk to me,Chico DeBarge,../../partitions/billboard/raw/original/0590/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_342.jams
billboard_343,0332,Waiting On A Friend,Rolling Stones,../../partitions/billboard/raw/original/0332/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_343.jams
billboard_344,0100,Maggie May,Rod Stewart,../../partitions/billboard/raw/original/0100/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_344.jams
billboard_345,0904,Till The End Of The Day,The Kinks,../../partitions/billboard/raw/original/0904/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_345.jams
billboard_346,0751,I'd Love To Change The World,Ten Years After,../../partitions/billboard/raw/original/0751/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_346.jams
billboard_347,0107,Sweet Home Alabama,Lynyrd Skynyrd,../../partitions/billboard/raw/original/0107/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_347.jams
billboard_348,0335,Do You Love Me,The Contours,../../partitions/billboard/raw/original/0335/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_348.jams
billboard_349,1021,Soul Dance Number 3,Wilson Pickett,../../partitions/billboard/raw/original/1021/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_349.jams
billboard_350,1213,I Don't Want To Spoil The Party,The Beatles,../../partitions/billboard/raw/original/1213/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_350.jams
billboard_351,0597,Time Is On My Side,Rolling Stones,../../partitions/billboard/raw/original/0597/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_351.jams
billboard_352,0537,Indiana Wants Me,R Dean Tayloy,../../partitions/billboard/raw/original/0537/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_352.jams
billboard_353,0705,Baby Don't Change Your Mind,Gladys Knight & The Pips,../../partitions/billboard/raw/original/0705/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_353.jams
billboard_354,0361,This Song,George Harrison,../../partitions/billboard/raw/original/0361/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_354.jams
billboard_355,0153,Walk Right Back,The Everly Brothers,../../partitions/billboard/raw/original/0153/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_355.jams
billboard_356,1247,20-75,Willie Mitchell,../../partitions/billboard/raw/original/1247/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_356.jams
billboard_357,0395,Here Come Those Tears Again,Jackson Browne,../../partitions/billboard/raw/original/0395/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_357.jams
