id,file_performer,file_title,file_track,file_release,file_path,jams_path
uspop2002_125,Elton John,Daniel,06,Here There - Disc II There Live At Madison Square Garden,../../partitions/uspop2002/raw/elton_john/Here_There_-_Disc_II_There_Live_at_Madison_Square_Garden_/06-Daniel.lab,../../partitions/uspop2002/choco/jams/uspop2002_125.jams
uspop2002_126,Elton John,Candle In The Wind,11,Live In Australia,../../partitions/uspop2002/raw/elton_john/Live_in_Australia/11-Candle_in_the_wind.lab,../../partitions/uspop2002/choco/jams/uspop2002_126.jams
uspop2002_127,Elton John,Sorry Seems To Be The Hardest Word,05,Live In Australia,../../partitions/uspop2002/raw/elton_john/Live_in_Australia/05-Sorry_seems_to_be_the_hardest_word.lab,../../partitions/uspop2002/choco/jams/uspop2002_127.jams
uspop2002_128,Elton John,Your Song,13,Live In Australia,../../partitions/uspop2002/raw/elton_john/Live_in_Australia/13-Your_song.lab,../../partitions/uspop2002/choco/jams/uspop2002_128.jams
uspop2002_129,Elton John,I Guess That S Why They Call It The Blues,05,Too Low For Zero,../../partitions/uspop2002/raw/elton_john/Too_Low_For_Zero/05-I_Guess_That_S_Why_They_Call_It_The_Blues.lab,../../partitions/uspop2002/choco/jams/uspop2002_129.jams
uspop2002_130,Celine Dion,My Heart Will Go On,11,AU COEUR DU STADE,../../partitions/uspop2002/raw/celine_dion/AU_COEUR_DU_STADE/11-My_Heart_Will_Go_On.lab,../../partitions/uspop2002/choco/jams/uspop2002_130.jams
uspop2002_131,Celine Dion,Falling Into You,03,Falling Into You,../../partitions/uspop2002/raw/celine_dion/Falling_Into_You/03-Falling_Into_You.lab,../../partitions/uspop2002/choco/jams/uspop2002_131.jams
uspop2002_132,Celine Dion,All By Myself,06,Falling Into You,../../partitions/uspop2002/raw/celine_dion/Falling_Into_You/06-All_By_Myself.lab,../../partitions/uspop2002/choco/jams/uspop2002_132.jams
uspop2002_133,Celine Dion,It S All Coming Back To Me Now,01,Falling Into You,../../partitions/uspop2002/raw/celine_dion/Falling_Into_You/01-It_s_All_Coming_Back_To_Me_Now.lab,../../partitions/uspop2002/choco/jams/uspop2002_133.jams
uspop2002_134,Selena,Dreaming Of You,05,Dreaming Of You,../../partitions/uspop2002/raw/selena/Dreaming_Of_You/05-Dreaming_Of_You.lab,../../partitions/uspop2002/choco/jams/uspop2002_134.jams
uspop2002_135,Live,I Alone,03,Throwing Copper,../../partitions/uspop2002/raw/live/Throwing_Copper/03-I_Alone.lab,../../partitions/uspop2002/choco/jams/uspop2002_135.jams
uspop2002_136,Aqua,Doctor Jones,05,Aquarium,../../partitions/uspop2002/raw/aqua/Aquarium/05-Doctor_Jones.lab,../../partitions/uspop2002/choco/jams/uspop2002_136.jams
uspop2002_137,Goo Goo Dolls,Name,06,A Boy Named Goo,../../partitions/uspop2002/raw/Goo_Goo_Dolls/A_Boy_Named_Goo/06-Name.lab,../../partitions/uspop2002/choco/jams/uspop2002_137.jams
uspop2002_138,Goo Goo Dolls,Black Balloon,05,Dizzy Up The Girl,../../partitions/uspop2002/raw/Goo_Goo_Dolls/Dizzy_Up_The_Girl/05-Black_Balloon.lab,../../partitions/uspop2002/choco/jams/uspop2002_138.jams
uspop2002_139,No Doubt,Don T Speak,10,Tragic Kingdom,../../partitions/uspop2002/raw/no_doubt/Tragic_Kingdom/10-Don_t_Speak.lab,../../partitions/uspop2002/choco/jams/uspop2002_139.jams
uspop2002_140,No Doubt,Just A Girl,03,Tragic Kingdom,../../partitions/uspop2002/raw/no_doubt/Tragic_Kingdom/03-Just_A_Girl.lab,../../partitions/uspop2002/choco/jams/uspop2002_140.jams
uspop2002_141,Sting,Fields Of Gold,03,Ten Summoner S Tales,../../partitions/uspop2002/raw/sting/Ten_Summoner_s_Tales/03-Fields_Of_Gold.lab,../../partitions/uspop2002/choco/jams/uspop2002_141.jams
uspop2002_142,Nsync,This I Promise You,06,No Strings Attached,../../partitions/uspop2002/raw/nsync/No_Strings_Attached/06-This_I_Promise_You.lab,../../partitions/uspop2002/choco/jams/uspop2002_142.jams
uspop2002_143,Nsync,Bye Bye Bye,01,No Strings Attached,../../partitions/uspop2002/raw/nsync/No_Strings_Attached/01-Bye_Bye_Bye.lab,../../partitions/uspop2002/choco/jams/uspop2002_143.jams
uspop2002_144,Neil Sedaka,Love Will Keep Us Together,01,Neil Sedaka - Tuneweaver,../../partitions/uspop2002/raw/neil_sedaka/Neil_Sedaka_-_Tuneweaver/01-Love_Will_Keep_Us_Together.lab,../../partitions/uspop2002/choco/jams/uspop2002_144.jams
uspop2002_145,Neil Sedaka,Laughter In The Rain,09,Neil Sedaka - Tuneweaver,../../partitions/uspop2002/raw/neil_sedaka/Neil_Sedaka_-_Tuneweaver/09-Laughter_In_The_Rain.lab,../../partitions/uspop2002/choco/jams/uspop2002_145.jams
uspop2002_146,Sarah Mclachlan, Angel By Sarah McLachlan,14,Mirrorball,../../partitions/uspop2002/raw/sarah_mclachlan/Mirrorball/14-_Angel_by_Sarah_McLachlan.lab,../../partitions/uspop2002/choco/jams/uspop2002_146.jams
uspop2002_147,Sarah Mclachlan, Adia By Sarah McLachlan,05,Mirrorball,../../partitions/uspop2002/raw/sarah_mclachlan/Mirrorball/05-_Adia_by_Sarah_McLachlan.lab,../../partitions/uspop2002/choco/jams/uspop2002_147.jams
uspop2002_148,Radiohead,Karma Police,06,OK Computer,../../partitions/uspop2002/raw/radiohead/OK_Computer/06-Karma_Police.lab,../../partitions/uspop2002/choco/jams/uspop2002_148.jams
uspop2002_149,Cat Stevens,Morning Has Broken,07,Teaser And The Firecat,../../partitions/uspop2002/raw/cat_stevens/Teaser_And_The_Firecat/07-Morning_Has_Broken.lab,../../partitions/uspop2002/choco/jams/uspop2002_149.jams
uspop2002_150,Whitney Houston,Greatest Love Of All,09,Whitney Houston,../../partitions/uspop2002/raw/whitney_houston/Whitney_Houston/09-Greatest_Love_Of_All.lab,../../partitions/uspop2002/choco/jams/uspop2002_150.jams
uspop2002_151,Sixpence None The Richer,Kiss Me,04,Sixpence None The Richer,../../partitions/uspop2002/raw/sixpence_none_the_richer/Sixpence_None_The_Richer/04-Kiss_Me.lab,../../partitions/uspop2002/choco/jams/uspop2002_151.jams
uspop2002_152,Van Morrison,Brown Eyed Girl,01,Blowin Your Mind Gold Disc,../../partitions/uspop2002/raw/van_morrison/Blowin_Your_Mind_Gold_Disc_/01-Brown_Eyed_Girl.lab,../../partitions/uspop2002/choco/jams/uspop2002_152.jams
uspop2002_153,Britney Spears, Babt One More Time,01,Baby One More Time,../../partitions/uspop2002/raw/britney_spears/_Baby_One_More_Time/01-_Babt_One_More_Time.lab,../../partitions/uspop2002/choco/jams/uspop2002_153.jams
uspop2002_154,Natalie Imbruglia,Torn,01,Left Of The Middle,../../partitions/uspop2002/raw/natalie_imbruglia/Left_of_the_Middle/01-Torn.lab,../../partitions/uspop2002/choco/jams/uspop2002_154.jams
uspop2002_155,Joe Cocker,You Are So Beautiful,10,Joe Cocker Live,../../partitions/uspop2002/raw/joe_cocker/Joe_Cocker_Live/10-You_Are_So_Beautiful.lab,../../partitions/uspop2002/choco/jams/uspop2002_155.jams
uspop2002_156,Kansas,Dust In The Wind,08,Two For The Show,../../partitions/uspop2002/raw/kansas/Two_For_The_Show/08-Dust_In_The_Wind.lab,../../partitions/uspop2002/choco/jams/uspop2002_156.jams
uspop2002_157,Ricky Martin,Livin La Vida Loca,01,Ricky Martin,../../partitions/uspop2002/raw/ricky_martin/Ricky_Martin/01-Livin_La_Vida_Loca.lab,../../partitions/uspop2002/choco/jams/uspop2002_157.jams
uspop2002_158,Papa Roach,Last Resort,02,Infest,../../partitions/uspop2002/raw/papa_roach/Infest/02-Last_Resort.lab,../../partitions/uspop2002/choco/jams/uspop2002_158.jams
uspop2002_159,Bob Marley,Natural Mystic,01,Exodus,../../partitions/uspop2002/raw/bob_marley/Exodus/01-Natural_Mystic.lab,../../partitions/uspop2002/choco/jams/uspop2002_159.jams
uspop2002_160,Bob Marley,Jamming,06,Exodus,../../partitions/uspop2002/raw/bob_marley/Exodus/06-Jamming.lab,../../partitions/uspop2002/choco/jams/uspop2002_160.jams
uspop2002_161,Bob Marley,No Woman No Cry,05,Live,../../partitions/uspop2002/raw/bob_marley/Live_/05-No_Woman_No_Cry.lab,../../partitions/uspop2002/choco/jams/uspop2002_161.jams
uspop2002_162,Bette Midler,The Rose,12,The Rose,../../partitions/uspop2002/raw/bette_midler/The_Rose/12-The_Rose.lab,../../partitions/uspop2002/choco/jams/uspop2002_162.jams
uspop2002_163,Everclear,Father Of Mine,06,So Much For The Afterglow,../../partitions/uspop2002/raw/everclear/So_Much_For_The_Afterglow/06-Father_Of_Mine.lab,../../partitions/uspop2002/choco/jams/uspop2002_163.jams
uspop2002_164,Everclear,Santa Monica,04,Sparkle And Fade,../../partitions/uspop2002/raw/everclear/Sparkle_And_Fade/04-Santa_Monica.lab,../../partitions/uspop2002/choco/jams/uspop2002_164.jams
uspop2002_165,Genesis,In Too Deep,04,Invisible Touch,../../partitions/uspop2002/raw/genesis/Invisible_Touch/04-In_Too_Deep.lab,../../partitions/uspop2002/choco/jams/uspop2002_165.jams
uspop2002_166,Bryan Adams, Everything I Do I Do It For You,10,So Far So Good,../../partitions/uspop2002/raw/bryan_adams/So_Far_So_Good/10-_Everything_I_Do_I_Do_It_For_You.lab,../../partitions/uspop2002/choco/jams/uspop2002_166.jams
uspop2002_167,Bryan Adams,Heaven,08,So Far So Good,../../partitions/uspop2002/raw/bryan_adams/So_Far_So_Good/08-Heaven.lab,../../partitions/uspop2002/choco/jams/uspop2002_167.jams
uspop2002_168,Bryan Adams,Summer Of 69,06,Reckless,../../partitions/uspop2002/raw/bryan_adams/Reckless/06-Summer_of_69.lab,../../partitions/uspop2002/choco/jams/uspop2002_168.jams
uspop2002_169,Bryan Adams,When You Re Gone With Melanie C,08,On A Day Like Today,../../partitions/uspop2002/raw/bryan_adams/On_A_Day_Like_Today/08-When_You_re_Gone_With_Melanie_C_.lab,../../partitions/uspop2002/choco/jams/uspop2002_169.jams
uspop2002_170,Shaggy,Angel,05,Hotshot,../../partitions/uspop2002/raw/shaggy/Hotshot/05-Angel.lab,../../partitions/uspop2002/choco/jams/uspop2002_170.jams
uspop2002_171,Lionel Richie,Endless Love,07,Back To Front,../../partitions/uspop2002/raw/lionel_richie/Back_To_Front/07-Endless_Love.lab,../../partitions/uspop2002/choco/jams/uspop2002_171.jams
uspop2002_172,Sublime,Don T Push,05,40oz To Freedom,../../partitions/uspop2002/raw/sublime/40oz_To_Freedom/05-Don_t_Push.lab,../../partitions/uspop2002/choco/jams/uspop2002_172.jams
uspop2002_173,Sublime,Santeria,06,Sublime,../../partitions/uspop2002/raw/sublime/Sublime/06-Santeria.lab,../../partitions/uspop2002/choco/jams/uspop2002_173.jams
uspop2002_174,Bonnie Tyler,Total Eclipse Of The Heart,04,Faster Than The Speed Of Night,../../partitions/uspop2002/raw/bonnie_tyler/Faster_Than_The_Speed_Of_Night/04-Total_Eclipse_Of_The_Heart.lab,../../partitions/uspop2002/choco/jams/uspop2002_174.jams
uspop2002_175,Alanis Morissette,Uninvited,12,MTV Unplugged,../../partitions/uspop2002/raw/alanis_morissette/MTV_Unplugged/12-Uninvited.lab,../../partitions/uspop2002/choco/jams/uspop2002_175.jams
uspop2002_176,Alanis Morissette,Ironic,08,MTV Unplugged,../../partitions/uspop2002/raw/alanis_morissette/MTV_Unplugged/08-Ironic.lab,../../partitions/uspop2002/choco/jams/uspop2002_176.jams
uspop2002_177,Soundgarden,Black Hole Sun,07,Superunknown,../../partitions/uspop2002/raw/soundgarden/superunknown/07-Black_Hole_Sun.lab,../../partitions/uspop2002/choco/jams/uspop2002_177.jams
uspop2002_178,Abba,I Have A Dream,03,Live,../../partitions/uspop2002/raw/abba/Live/03-I_Have_A_Dream.lab,../../partitions/uspop2002/choco/jams/uspop2002_178.jams
uspop2002_179,Abba,Fernando,08,Live,../../partitions/uspop2002/raw/abba/Live/08-Fernando.lab,../../partitions/uspop2002/choco/jams/uspop2002_179.jams
uspop2002_180,Abba,Super Trouper,10,Live,../../partitions/uspop2002/raw/abba/Live/10-Super_Trouper.lab,../../partitions/uspop2002/choco/jams/uspop2002_180.jams
uspop2002_181,Abba,Thank You For The Music,06,Live,../../partitions/uspop2002/raw/abba/Live/06-Thank_You_for_The_Music.lab,../../partitions/uspop2002/choco/jams/uspop2002_181.jams
uspop2002_182,Abba,Dancing Queen,02,Arrival,../../partitions/uspop2002/raw/abba/Arrival/02-Dancing_Queen.lab,../../partitions/uspop2002/choco/jams/uspop2002_182.jams
uspop2002_183,Van Halen,Jump,02,1984,../../partitions/uspop2002/raw/van_halen/1984/02-Jump.lab,../../partitions/uspop2002/choco/jams/uspop2002_183.jams
uspop2002_184,Rolling Stones,Honky Tonk Woman,09,Get Yer Ya-Ya S Out,../../partitions/uspop2002/raw/rolling_stones/Get_Yer_Ya-Ya_s_Out_/09-Honky_Tonk_Woman.lab,../../partitions/uspop2002/choco/jams/uspop2002_184.jams
uspop2002_185,Rolling Stones,Beast Of Burden,09,Some Girls,../../partitions/uspop2002/raw/rolling_stones/Some_Girls/09-Beast_Of_Burden.lab,../../partitions/uspop2002/choco/jams/uspop2002_185.jams
uspop2002_186,Backstreet Boys,Show Me The Meaning Of Being Lonely,03,Millennium,../../partitions/uspop2002/raw/backstreet_boys/Millennium/03-Show_Me_The_Meaning_Of_Being_Lonely.lab,../../partitions/uspop2002/choco/jams/uspop2002_186.jams
uspop2002_187,Backstreet Boys,No One Else Comes Close,11,Millennium,../../partitions/uspop2002/raw/backstreet_boys/Millennium/11-No_One_Else_Comes_Close.lab,../../partitions/uspop2002/choco/jams/uspop2002_187.jams
uspop2002_188,Backstreet Boys,I Want It That Way,02,Millennium,../../partitions/uspop2002/raw/backstreet_boys/Millennium/02-I_Want_It_That_Way.lab,../../partitions/uspop2002/choco/jams/uspop2002_188.jams
uspop2002_189,Don Mclean,Vincent Starry Starry Night,04,Favorites And Rarities - Disc 1,../../partitions/uspop2002/raw/don_mclean/Favorites_And_Rarities_-_Disc_1/04-Vincent_Starry_Starry_Night_.lab,../../partitions/uspop2002/choco/jams/uspop2002_189.jams
uspop2002_190,Don Mclean,And I Love Her So,02,Favorites And Rarities - Disc 1,../../partitions/uspop2002/raw/don_mclean/Favorites_And_Rarities_-_Disc_1/02-And_I_Love_Her_So.lab,../../partitions/uspop2002/choco/jams/uspop2002_190.jams
uspop2002_191,Blink 182,Mutt,10,Enema Of The State,../../partitions/uspop2002/raw/blink_182/Enema_Of_The_State/10-Mutt.lab,../../partitions/uspop2002/choco/jams/uspop2002_191.jams
uspop2002_192,Police,Message In A Bottle,08,Live Disc One - Orpheum WBCN Boston Broadcast,../../partitions/uspop2002/raw/police/Live_Disc_One_-_Orpheum_WBCN_Boston_Broadcast/08-Message_In_A_Bottle.lab,../../partitions/uspop2002/choco/jams/uspop2002_192.jams
uspop2002_193,Police,Every Breath You Take,12,Live Disc Two - Atlanta Synchronicity Concert,../../partitions/uspop2002/raw/police/Live_Disc_Two_-_Atlanta_Synchronicity_Concert/12-Every_Breath_You_Take.lab,../../partitions/uspop2002/choco/jams/uspop2002_193.jams
uspop2002_194,Police,Roxanne,13,Live Disc Two - Atlanta Synchronicity Concert,../../partitions/uspop2002/raw/police/Live_Disc_Two_-_Atlanta_Synchronicity_Concert/13-Roxanne.lab,../../partitions/uspop2002/choco/jams/uspop2002_194.jams
