chord,note_1,note_2,note_3,note_4,note_5,note_6,note_7,note_8,freq_1,freq_2,freq_3,freq_4,freq_5,freq_6,freq_7,freq_8
F:min/7,F,Ab,C,E,,,,,349.2282314330038,415.3046975799451,523.2511306011974,659.2551138257401,,,,
F:min/6,F,Ab,C,D,,,,,349.2282314330038,415.3046975799451,523.2511306011974,587.3295358348153,,,,
F:min7/9,F,Ab,C,Eb,G,,,,349.2282314330038,415.3046975799451,523.2511306011974,622.253967444162,783.990871963499,,,
F:min7/b3,F,Ab,C,Eb,,,,,349.2282314330038,415.3046975799451,523.2511306011974,622.253967444162,,,,
C:min/5,C,Eb,G,,,,,,261.6255653005985,311.1269837220808,391.99543598174927,,,,,
G:7/4,G,B,C,D,F,,,,391.99543598174927,493.8833012561241,523.2511306011974,587.3295358348153,698.456462866008,,,
Bb:min/9,Bb,Db,F,C,,,,,466.1637615180899,554.3652619537443,698.456462866008,1046.5022612023952,,,,
B:maj/7,B,D#,F#,A#,,,,,493.8833012561241,622.253967444162,739.988845423269,932.3275230361803,,,,
B:maj/6,B,D#,F#,G#,,,,,493.8833012561241,622.253967444162,739.988845423269,830.6093951598907,,,,
B:maj/5,B,D#,F#,,,,,,493.8833012561241,622.253967444162,739.988845423269,,,,,
F#:sus4(b7),F#,B,C#,E,,,,,369.99442271163434,493.8833012561241,554.3652619537443,659.2551138257401,,,,
F#:sus4/5,F#,B,C#,,,,,,369.99442271163434,493.8833012561241,554.3652619537443,,,,,
B:maj/3,B,D#,F#,,,,,,493.8833012561241,622.253967444162,739.988845423269,,,,,
C#:min9(11),C#,E,G#,B,D#,F#,,,277.182630976872,329.62755691286986,415.3046975799451,493.8833012561241,622.253967444162,739.988845423269,,
Gb:maj/9,Gb,Bb,Db,Ab,,,,,369.99442271163434,466.1637615180899,554.3652619537443,830.6093951598907,,,,
B:maj/b1,Bb,B,D#,F#,,,,,466.1637615180899,493.8833012561241,622.253967444162,739.988845423269,,,,
A:maj/4,A,C#,D,E,,,,,440.0,554.3652619537443,587.3295358348153,659.2551138257401,,,,
Bb:dim,Bb,Db,Fb,,,,,,466.1637615180899,554.3652619537443,659.2551138257401,,,,,
F#:maj/9,F#,A#,C#,G#,,,,,369.99442271163434,466.1637615180899,554.3652619537443,830.6093951598907,,,,
E:7(#9)/3,E,G#,B,D,F##,,,,329.62755691286986,415.3046975799451,493.8833012561241,587.3295358348153,783.990871963499,,,
Eb:maj/#4,Eb,G,A,Bb,,,,,311.1269837220808,391.99543598174927,440.0,466.1637615180899,,,,
D:maj/#5,D,F#,A,A#,,,,,293.66476791740746,369.99442271163434,440.0,466.1637615180899,,,,
C:maj/7,C,E,G,B,,,,,261.6255653005985,329.62755691286986,391.99543598174927,493.8833012561241,,,,
G:maj/4,G,B,C,D,,,,,391.99543598174927,493.8833012561241,523.2511306011974,587.3295358348153,,,,
"F:9(11,b13)",F,A,C,Eb,G,Bb,Db,,349.2282314330038,440.0,523.2511306011974,622.253967444162,783.990871963499,932.3275230361803,1108.7305239074892,
B:maj6/3,B,D#,F#,G#,,,,,493.8833012561241,622.253967444162,739.988845423269,830.6093951598907,,,,
B:maj6/4,B,D#,E,F#,G#,,,,493.8833012561241,622.253967444162,659.2551138257401,739.988845423269,830.6093951598907,,,
C#:maj/9,C#,E#,G#,D#,,,,,277.182630976872,349.2282314330038,415.3046975799451,622.253967444162,,,,
E:maj/9,E,G#,B,F#,,,,,329.62755691286986,415.3046975799451,493.8833012561241,739.988845423269,,,,
"F:7(b9,11,13)",F,A,C,Eb,Gb,Bb,D,,349.2282314330038,440.0,523.2511306011974,622.253967444162,739.988845423269,932.3275230361803,1174.659071669631,
G:min7/5,G,Bb,D,F,,,,,391.99543598174927,466.1637615180899,587.3295358348153,698.456462866008,,,,
F#:min/b1,F,F#,A,C#,,,,,349.2282314330038,369.99442271163434,440.0,554.3652619537443,,,,
"E:aug(b7,#9)",E,G#,B#,D,F##,,,,329.62755691286986,415.3046975799451,523.2511306011974,587.3295358348153,783.990871963499,,,
F#:hdim7,F#,A,C,E,,,,,369.99442271163434,440.0,523.2511306011974,659.2551138257401,,,,
"Db:(3,b5,b7,9)",Db,F,Abb,Cb,Eb,,,,277.182630976872,349.2282314330038,391.99543598174927,493.8833012561241,622.253967444162,,,
C:min7/5,C,Eb,G,Bb,,,,,261.6255653005985,311.1269837220808,391.99543598174927,466.1637615180899,,,,
Ab:7/b7,Ab,C,Eb,Gb,,,,,415.3046975799451,523.2511306011974,622.253967444162,739.988845423269,,,,
G:7(b9)/b7,G,B,D,F,Ab,,,,391.99543598174927,493.8833012561241,587.3295358348153,698.456462866008,830.6093951598907,,,
C:min7/b3,C,Eb,G,Bb,,,,,261.6255653005985,311.1269837220808,391.99543598174927,466.1637615180899,,,,
E:7(#9)/5,E,G#,B,D,F##,,,,329.62755691286986,415.3046975799451,493.8833012561241,587.3295358348153,783.990871963499,,,
F:maj7/5,F,A,C,E,,,,,349.2282314330038,440.0,523.2511306011974,659.2551138257401,,,,
"Eb:(*3,5)",Eb,Bb,,,,,,,311.1269837220808,466.1637615180899,,,,,,
"Bb:(*3,5)",Bb,F,,,,,,,466.1637615180899,698.456462866008,,,,,,
Bb:min7/5,Bb,Db,F,Ab,,,,,466.1637615180899,554.3652619537443,698.456462866008,830.6093951598907,,,,
A:min/5,A,C,E,,,,,,440.0,523.2511306011974,659.2551138257401,,,,,
"C:aug(b7,9)",C,E,G#,Bb,D,,,,261.6255653005985,329.62755691286986,415.3046975799451,466.1637615180899,587.3295358348153,,,
A#:dim7,A#,C#,E,G,,,,,466.1637615180899,554.3652619537443,659.2551138257401,783.990871963499,,,,
Ab:maj9,Ab,C,Eb,G,Bb,,,,415.3046975799451,523.2511306011974,622.253967444162,783.990871963499,932.3275230361803,,,
"Db:maj9(11,13)",Db,F,Ab,C,Eb,Gb,Bb,,277.182630976872,349.2282314330038,415.3046975799451,523.2511306011974,622.253967444162,739.988845423269,932.3275230361803,
"E:7(b9,11,b13)",E,G#,B,D,F,A,C,,329.62755691286986,415.3046975799451,493.8833012561241,587.3295358348153,698.456462866008,880.0000000000003,1046.5022612023952,
"E:9(11,b13)/3",E,G#,B,D,F#,A,C,,329.62755691286986,415.3046975799451,493.8833012561241,587.3295358348153,739.988845423269,880.0000000000003,1046.5022612023952,
"A:sus4(b7,9,11,13)",A,D,E,G,B,D,F#,,440.0,587.3295358348153,659.2551138257401,783.990871963499,987.7666025122488,1174.659071669631,1479.977690846539,
G:maj6(9),G,B,D,E,A,,,,391.99543598174927,493.8833012561241,587.3295358348153,659.2551138257401,880.0000000000003,,,
Db:maj7/3,Db,F,Ab,C,,,,,277.182630976872,349.2282314330038,415.3046975799451,523.2511306011974,,,,
A:maj/7,A,C#,E,G#,,,,,440.0,554.3652619537443,659.2551138257401,830.6093951598907,,,,
C#:maj7,C#,E#,G#,B#,,,,,277.182630976872,349.2282314330038,415.3046975799451,523.2511306011974,,,,
"G:(*3,5)",G,D,,,,,,,391.99543598174927,587.3295358348153,,,,,,
C:min/b5,C,Eb,Gb,G,,,,,261.6255653005985,311.1269837220808,369.99442271163434,391.99543598174927,,,,
Bb:7/4,Bb,D,Eb,F,Ab,,,,466.1637615180899,587.3295358348153,622.253967444162,698.456462866008,830.6093951598907,,,
"B:7(b9,11,13)",B,D#,F#,A,C,E,G#,,493.8833012561241,622.253967444162,739.988845423269,880.0000000000003,1046.5022612023952,1318.5102276514808,1661.218790319782,
"G:sus4(b7,9,11,13)",G,C,D,F,A,C,E,,391.99543598174927,523.2511306011974,587.3295358348153,698.456462866008,880.0000000000003,1046.5022612023952,1318.5102276514808,
"Ab:9(11,13)/3",Ab,C,Eb,Gb,Bb,Db,F,,415.3046975799451,523.2511306011974,622.253967444162,739.988845423269,932.3275230361803,1108.7305239074892,1396.912925732017,
Ab:maj7/7,Ab,C,Eb,G,,,,,415.3046975799451,523.2511306011974,622.253967444162,783.990871963499,,,,
Bb:maj7/7,Bb,D,F,A,,,,,466.1637615180899,587.3295358348153,698.456462866008,880.0000000000003,,,,
D:maj6/9,D,F#,A,B,E,,,,293.66476791740746,369.99442271163434,440.0,493.8833012561241,659.2551138257401,,,
F:maj9(#11)/7,F,A,C,E,G,B,,,349.2282314330038,440.0,523.2511306011974,659.2551138257401,783.990871963499,987.7666025122488,,
C:maj/#5,C,E,G,G#,,,,,261.6255653005985,329.62755691286986,391.99543598174927,415.3046975799451,,,,
A:maj/b6,A,C#,E,F,,,,,440.0,554.3652619537443,659.2551138257401,698.456462866008,,,,
B:maj/9,B,D#,F#,C#,,,,,493.8833012561241,622.253967444162,739.988845423269,1108.7305239074892,,,,
B:min6/9,B,D,F#,G#,C#,,,,493.8833012561241,587.3295358348153,739.988845423269,830.6093951598907,1108.7305239074892,,,
B:min7/9,B,D,F#,A,C#,,,,493.8833012561241,587.3295358348153,739.988845423269,880.0000000000003,1108.7305239074892,,,
C:maj/#1,C,C#,E,G,,,,,261.6255653005985,277.182630976872,329.62755691286986,391.99543598174927,,,,
G:7/b7,G,B,D,F,,,,,391.99543598174927,493.8833012561241,587.3295358348153,698.456462866008,,,,
"D:maj9(11,13)",D,F#,A,C#,E,G,B,,293.66476791740746,369.99442271163434,440.0,554.3652619537443,659.2551138257401,783.990871963499,987.7666025122488,
Fb:9,Fb,Ab,Cb,Ebb,Gb,,,,329.62755691286986,415.3046975799451,493.8833012561241,587.3295358348153,739.988845423269,,,
"Db:9(11,b13)",Db,F,Ab,Cb,Eb,Gb,Bbb,,277.182630976872,349.2282314330038,415.3046975799451,493.8833012561241,622.253967444162,739.988845423269,880.0000000000003,
A:7/9,A,C#,E,G,B,,,,440.0,554.3652619537443,659.2551138257401,783.990871963499,987.7666025122488,,,
D:maj/6,D,F#,A,B,,,,,293.66476791740746,369.99442271163434,440.0,493.8833012561241,,,,
D:maj/7,D,F#,A,C#,,,,,293.66476791740746,369.99442271163434,440.0,554.3652619537443,,,,
D:7/9,D,F#,A,C,E,,,,293.66476791740746,369.99442271163434,440.0,523.2511306011974,659.2551138257401,,,
Bb:7/9,Bb,D,F,Ab,C,,,,466.1637615180899,587.3295358348153,698.456462866008,830.6093951598907,1046.5022612023952,,,
Eb:7/3,Eb,G,Bb,Db,,,,,311.1269837220808,391.99543598174927,466.1637615180899,554.3652619537443,,,,
B:7/9,B,D#,F#,A,C#,,,,493.8833012561241,622.253967444162,739.988845423269,880.0000000000003,1108.7305239074892,,,
Ab:maj/6,Ab,C,Eb,F,,,,,415.3046975799451,523.2511306011974,622.253967444162,698.456462866008,,,,
Eb:min/b7,Eb,Gb,Bb,Db,,,,,311.1269837220808,369.99442271163434,466.1637615180899,554.3652619537443,,,,
Ab:7/3,Ab,C,Eb,Gb,,,,,415.3046975799451,523.2511306011974,622.253967444162,739.988845423269,,,,
Db:maj/7,Db,F,Ab,C,,,,,277.182630976872,349.2282314330038,415.3046975799451,523.2511306011974,,,,
"D:7(b9,11,b13)",D,F#,A,C,Eb,G,Bb,,293.66476791740746,369.99442271163434,440.0,523.2511306011974,622.253967444162,783.990871963499,932.3275230361803,
F:maj/7,F,A,C,E,,,,,349.2282314330038,440.0,523.2511306011974,659.2551138257401,,,,
Db:7/5,Db,F,Ab,Cb,,,,,277.182630976872,349.2282314330038,415.3046975799451,493.8833012561241,,,,
Ab:7/5,Ab,C,Eb,Gb,,,,,415.3046975799451,523.2511306011974,622.253967444162,739.988845423269,,,,
G:min(b6),G,Bb,D,Eb,,,,,391.99543598174927,466.1637615180899,587.3295358348153,622.253967444162,,,,
"D:(3,b5,b7,b9)",D,F#,Ab,C,Eb,,,,293.66476791740746,369.99442271163434,415.3046975799451,523.2511306011974,622.253967444162,,,
F#:sus4,F#,B,C#,,,,,,369.99442271163434,493.8833012561241,554.3652619537443,,,,,
F#:maj/3,F#,A#,C#,,,,,,369.99442271163434,466.1637615180899,554.3652619537443,,,,,
F#:maj/5,F#,A#,C#,,,,,,369.99442271163434,466.1637615180899,554.3652619537443,,,,,
D#:min/b7,D#,F#,A#,C#,,,,,311.1269837220808,369.99442271163434,466.1637615180899,554.3652619537443,,,,
A:min/3,A,C,C#,E,,,,,440.0,523.2511306011974,554.3652619537443,659.2551138257401,,,,
D:min/#1,D,D#,F,A,,,,,293.66476791740746,311.1269837220808,349.2282314330038,440.0,,,,
B:maj7/5,B,D#,F#,A#,,,,,493.8833012561241,622.253967444162,739.988845423269,932.3275230361803,,,,
E:7(b9)/5,E,G#,B,D,F,,,,329.62755691286986,415.3046975799451,493.8833012561241,587.3295358348153,698.456462866008,,,
Eb:7/5,Eb,G,Bb,Db,,,,,311.1269837220808,391.99543598174927,466.1637615180899,554.3652619537443,,,,
F#:9,F#,A#,C#,E,G#,,,,369.99442271163434,466.1637615180899,554.3652619537443,659.2551138257401,830.6093951598907,,,
E:maj6/3,E,G#,B,C#,,,,,329.62755691286986,415.3046975799451,493.8833012561241,554.3652619537443,,,,
E:maj6/5,E,G#,B,C#,,,,,329.62755691286986,415.3046975799451,493.8833012561241,554.3652619537443,,,,
C#:min7/5,C#,E,G#,B,,,,,277.182630976872,329.62755691286986,415.3046975799451,493.8833012561241,,,,
C#:min7/b5,C#,E,G,G#,B,,,,277.182630976872,329.62755691286986,391.99543598174927,415.3046975799451,493.8833012561241,,,
"G#:9(11,b13)",G#,B#,D#,F#,A#,C#,E,,415.3046975799451,523.2511306011974,622.253967444162,739.988845423269,932.3275230361803,1108.7305239074892,1318.5102276514808,
"F#:(3,b5,b7)",F#,A#,C,E,,,,,369.99442271163434,466.1637615180899,523.2511306011974,659.2551138257401,,,,
D#:dim,D#,F#,A,,,,,,311.1269837220808,369.99442271163434,440.0,,,,,
C:maj/b9,C,E,G,Db,,,,,261.6255653005985,329.62755691286986,391.99543598174927,554.3652619537443,,,,
"C:(3,b5,b7,#9)",C,E,Gb,Bb,D#,,,,261.6255653005985,329.62755691286986,369.99442271163434,466.1637615180899,622.253967444162,,,
"F:(3,b5,b7,#9)",F,A,Cb,Eb,G#,,,,349.2282314330038,440.0,493.8833012561241,622.253967444162,830.6093951598907,,,
Gb:min6,Gb,Bbb,Db,Eb,,,,,369.99442271163434,440.0,554.3652619537443,622.253967444162,,,,
D:maj/b5,D,F#,Ab,A,,,,,293.66476791740746,369.99442271163434,415.3046975799451,440.0,,,,
"F#:(2,*3,5)",F#,G#,C#,,,,,,369.99442271163434,415.3046975799451,554.3652619537443,,,,,
Bb:maj9(#11)/5,Bb,D,F,A,C,E,,,466.1637615180899,587.3295358348153,698.456462866008,880.0000000000003,1046.5022612023952,1318.5102276514808,,
Bb:maj9(#11)/3,Bb,D,F,A,C,E,,,466.1637615180899,587.3295358348153,698.456462866008,880.0000000000003,1046.5022612023952,1318.5102276514808,,
E:maj/b7,E,G#,B,D,,,,,329.62755691286986,415.3046975799451,493.8833012561241,587.3295358348153,,,,
Bb:min9(11),Bb,Db,F,Ab,C,Eb,,,466.1637615180899,554.3652619537443,698.456462866008,830.6093951598907,1046.5022612023952,1244.5079348883246,,
Gb:maj/5,Gb,Bb,Db,,,,,,369.99442271163434,466.1637615180899,554.3652619537443,,,,,
"Gb:(2,*3,5)/9",Gb,Ab,Db,Ab,,,,,369.99442271163434,415.3046975799451,554.3652619537443,830.6093951598907,,,,
Gb:sus4,Gb,Cb,Db,,,,,,369.99442271163434,493.8833012561241,554.3652619537443,,,,,
Eb:min6/b3,Eb,Gb,Bb,C,,,,,311.1269837220808,369.99442271163434,466.1637615180899,523.2511306011974,,,,
Db:min6/#9,Db,Fb,Ab,Bb,E,,,,277.182630976872,329.62755691286986,415.3046975799451,466.1637615180899,659.2551138257401,,,
Ab:maj/b7,Ab,C,Eb,Gb,,,,,415.3046975799451,523.2511306011974,622.253967444162,739.988845423269,,,,
Gb:sus4(b7),Gb,Cb,Db,Fb,,,,,369.99442271163434,493.8833012561241,554.3652619537443,659.2551138257401,,,,
Cb:maj/9,Cb,Eb,Gb,Db,,,,,246.94165062806198,311.1269837220808,369.99442271163434,554.3652619537443,,,,
Db:maj/9,Db,F,Ab,Eb,,,,,277.182630976872,349.2282314330038,415.3046975799451,622.253967444162,,,,
"Bb:sus4(b7,9)",Bb,Eb,F,Ab,C,,,,466.1637615180899,622.253967444162,698.456462866008,830.6093951598907,1046.5022612023952,,,
C:7/5,C,E,G,Bb,,,,,261.6255653005985,329.62755691286986,391.99543598174927,466.1637615180899,,,,
A:7(b9)/3,A,C#,E,G,Bb,,,,440.0,554.3652619537443,659.2551138257401,783.990871963499,932.3275230361803,,,
D:7/b7,D,F#,A,C,,,,,293.66476791740746,369.99442271163434,440.0,523.2511306011974,,,,
G:maj6/3,G,B,D,E,,,,,391.99543598174927,493.8833012561241,587.3295358348153,659.2551138257401,,,,
D:min/5,D,F,A,,,,,,293.66476791740746,349.2282314330038,440.0,,,,,
F:maj6/3,F,A,C,D,,,,,349.2282314330038,440.0,523.2511306011974,587.3295358348153,,,,
Ab:dim,Ab,Cb,Ebb,,,,,,415.3046975799451,493.8833012561241,587.3295358348153,,,,,
"Ab:aug(b7,9)",Ab,C,E,Gb,Bb,,,,415.3046975799451,523.2511306011974,659.2551138257401,739.988845423269,932.3275230361803,,,
Gb:7/#4,Gb,Bb,C,Db,Fb,,,,369.99442271163434,466.1637615180899,523.2511306011974,554.3652619537443,659.2551138257401,,,
F:min7/4,F,Ab,Bb,C,Eb,,,,349.2282314330038,415.3046975799451,466.1637615180899,523.2511306011974,622.253967444162,,,
"Ab:9(11,b13)",Ab,C,Eb,Gb,Bb,Db,Fb,,415.3046975799451,523.2511306011974,622.253967444162,739.988845423269,932.3275230361803,1108.7305239074892,1318.5102276514808,
D:maj7/5,D,F#,A,C#,,,,,293.66476791740746,369.99442271163434,440.0,554.3652619537443,,,,
G:min7/4,G,Bb,C,D,F,,,,391.99543598174927,466.1637615180899,523.2511306011974,587.3295358348153,698.456462866008,,,
D:aug,D,F#,A#,,,,,,293.66476791740746,369.99442271163434,466.1637615180899,,,,,
"F:(*3,5)",F,C,,,,,,,349.2282314330038,523.2511306011974,,,,,,
D:min/b3,D,F,A,,,,,,293.66476791740746,349.2282314330038,440.0,,,,,
F:maj/b6,F,A,C,Db,,,,,349.2282314330038,440.0,523.2511306011974,554.3652619537443,,,,
A:maj7/b5,A,C#,Eb,E,G#,,,,440.0,554.3652619537443,622.253967444162,659.2551138257401,830.6093951598907,,,
Bb:maj7/#4,Bb,D,E,F,A,,,,466.1637615180899,587.3295358348153,659.2551138257401,698.456462866008,880.0000000000003,,,
B:maj7/b5,B,D#,F,F#,A#,,,,493.8833012561241,622.253967444162,698.456462866008,739.988845423269,932.3275230361803,,,
"G:(3,b5,b7,b9,b13)",G,B,Db,F,Ab,Eb,,,391.99543598174927,493.8833012561241,554.3652619537443,698.456462866008,830.6093951598907,1244.5079348883246,,
"B:maj9(11,13)",B,D#,F#,A#,C#,E,G#,,493.8833012561241,622.253967444162,739.988845423269,932.3275230361803,1108.7305239074892,1318.5102276514808,1661.218790319782,
"G:7(b9,11,13)",G,B,D,F,Ab,C,E,,391.99543598174927,493.8833012561241,587.3295358348153,698.456462866008,830.6093951598907,1046.5022612023952,1318.5102276514808,
"Bb:9(#11,13)",Bb,D,F,Ab,C,E,G,,466.1637615180899,587.3295358348153,698.456462866008,830.6093951598907,1046.5022612023952,1318.5102276514808,1567.9817439269987,
C#:7/b5,C#,E#,G,G#,B,,,,277.182630976872,349.2282314330038,391.99543598174927,415.3046975799451,493.8833012561241,,,
D:min/9,D,F,A,E,,,,,293.66476791740746,349.2282314330038,440.0,659.2551138257401,,,,
Ab:sus4,Ab,Db,Eb,,,,,,415.3046975799451,554.3652619537443,622.253967444162,,,,,
Db:min/5,Db,Fb,Ab,,,,,,277.182630976872,329.62755691286986,415.3046975799451,,,,,
"D:(*3,5)/5",D,A,,,,,,,293.66476791740746,440.0,,,,,,
Bb:min/b3,Bb,Db,F,,,,,,466.1637615180899,554.3652619537443,698.456462866008,,,,,
Gb:aug(b7),Gb,Bb,D,Fb,,,,,369.99442271163434,466.1637615180899,587.3295358348153,659.2551138257401,,,,
"Db:(*3,5)",Db,Ab,,,,,,,277.182630976872,415.3046975799451,,,,,,
Db:sus4/4,Db,Gb,Ab,,,,,,277.182630976872,369.99442271163434,415.3046975799451,,,,,
F#:aug(b7),F#,A#,C##,E,,,,,369.99442271163434,466.1637615180899,587.3295358348153,659.2551138257401,,,,
E:min7/5,E,G,B,D,,,,,329.62755691286986,391.99543598174927,493.8833012561241,587.3295358348153,,,,
G#:dim,G#,B,D,,,,,,415.3046975799451,493.8833012561241,587.3295358348153,,,,,
F:7(#9)/5,F,A,C,Eb,G#,,,,349.2282314330038,440.0,523.2511306011974,622.253967444162,830.6093951598907,,,
"D:(*3,5)/4",D,G,A,,,,,,293.66476791740746,391.99543598174927,440.0,,,,,
F:min/3,F,Ab,A,C,,,,,349.2282314330038,415.3046975799451,440.0,523.2511306011974,,,,
C:maj/4,C,E,F,G,,,,,261.6255653005985,329.62755691286986,349.2282314330038,391.99543598174927,,,,
F#:maj/4,F#,A#,B,C#,,,,,369.99442271163434,466.1637615180899,493.8833012561241,554.3652619537443,,,,
Bb:maj/#1,Bb,B,D,F,,,,,466.1637615180899,493.8833012561241,587.3295358348153,698.456462866008,,,,
C:maj/b6,C,E,G,Ab,,,,,261.6255653005985,329.62755691286986,391.99543598174927,415.3046975799451,,,,
C#:maj/4,C#,E#,F#,G#,,,,,277.182630976872,349.2282314330038,369.99442271163434,415.3046975799451,,,,
Ab:maj/#5,Ab,C,Eb,E,,,,,415.3046975799451,523.2511306011974,622.253967444162,659.2551138257401,,,,
B:maj/b9,B,D#,F#,C,,,,,493.8833012561241,622.253967444162,739.988845423269,1046.5022612023952,,,,
D#:maj/b5,D#,F##,A,A#,,,,,311.1269837220808,391.99543598174927,440.0,466.1637615180899,,,,
C#:maj/b6,C#,E#,G#,A,,,,,277.182630976872,349.2282314330038,415.3046975799451,440.0,,,,
Ab:maj/5,Ab,C,Eb,,,,,,415.3046975799451,523.2511306011974,622.253967444162,,,,,
A:maj9(#11)/b1,Ab,A,C#,E,G#,B,D#,,415.3046975799451,440.0,554.3652619537443,659.2551138257401,830.6093951598907,987.7666025122488,1244.5079348883246,
G:min7/b3,G,Bb,D,F,,,,,391.99543598174927,466.1637615180899,587.3295358348153,698.456462866008,,,,
E:maj/6,E,G#,B,C#,,,,,329.62755691286986,415.3046975799451,493.8833012561241,554.3652619537443,,,,
B:maj(9)/3,B,D#,F#,C#,,,,,493.8833012561241,622.253967444162,739.988845423269,1108.7305239074892,,,,
Ab:min9(11),Ab,Cb,Eb,Gb,Bb,Db,,,415.3046975799451,493.8833012561241,622.253967444162,739.988845423269,932.3275230361803,1108.7305239074892,,
"Bb:7(b9,11,b13)",Bb,D,F,Ab,Cb,Eb,Gb,,466.1637615180899,587.3295358348153,698.456462866008,830.6093951598907,987.7666025122488,1244.5079348883246,1479.977690846539,
"B:sus4(b7,11,b13)",B,E,F#,A,E,G,,,493.8833012561241,659.2551138257401,739.988845423269,880.0000000000003,1318.5102276514808,1567.9817439269987,,
Eb:min9(11)/5,Eb,Gb,Bb,Db,F,Ab,,,311.1269837220808,369.99442271163434,466.1637615180899,554.3652619537443,698.456462866008,830.6093951598907,,
Gb:maj/#5,Gb,Bb,Db,D,,,,,369.99442271163434,466.1637615180899,554.3652619537443,587.3295358348153,,,,
E:maj/b6,E,G#,B,C,,,,,329.62755691286986,415.3046975799451,493.8833012561241,523.2511306011974,,,,
E:maj/b9,E,G#,B,F,,,,,329.62755691286986,415.3046975799451,493.8833012561241,698.456462866008,,,,
D:maj/b3,D,F,F#,A,,,,,293.66476791740746,349.2282314330038,369.99442271163434,440.0,,,,
"Bb:(2,*3,5)/5",Bb,C,F,,,,,,466.1637615180899,523.2511306011974,698.456462866008,,,,,
Db:maj6/3,Db,F,Ab,Bb,,,,,277.182630976872,349.2282314330038,415.3046975799451,466.1637615180899,,,,
Eb:maj7/9,Eb,G,Bb,D,F,,,,311.1269837220808,391.99543598174927,466.1637615180899,587.3295358348153,698.456462866008,,,
"F:sus4(b7,b9)",F,Bb,C,Eb,Gb,,,,349.2282314330038,466.1637615180899,523.2511306011974,622.253967444162,739.988845423269,,,
"A:sus4(b7,9)",A,D,E,G,B,,,,440.0,587.3295358348153,659.2551138257401,783.990871963499,987.7666025122488,,,
"A:aug(b7,9)",A,C#,E#,G,B,,,,440.0,554.3652619537443,698.456462866008,783.990871963499,987.7666025122488,,,
"Bb:aug(b7,9)",Bb,D,F#,Ab,C,,,,466.1637615180899,587.3295358348153,739.988845423269,830.6093951598907,1046.5022612023952,,,
"Ab:sus4(b7,9)",Ab,Db,Eb,Gb,Bb,,,,415.3046975799451,554.3652619537443,622.253967444162,739.988845423269,932.3275230361803,,,
C:dim,C,Eb,Gb,,,,,,261.6255653005985,311.1269837220808,369.99442271163434,,,,,
Db:min9,Db,Fb,Ab,Cb,Eb,,,,277.182630976872,329.62755691286986,415.3046975799451,493.8833012561241,622.253967444162,,,
Gb:min9,Gb,Bbb,Db,Fb,Ab,,,,369.99442271163434,440.0,554.3652619537443,659.2551138257401,830.6093951598907,,,
G:min/5,G,Bb,D,,,,,,391.99543598174927,466.1637615180899,587.3295358348153,,,,,
Ab:min/4,Ab,Cb,Db,Eb,,,,,415.3046975799451,493.8833012561241,554.3652619537443,622.253967444162,,,,
C:min/9,C,Eb,G,D,,,,,261.6255653005985,311.1269837220808,391.99543598174927,587.3295358348153,,,,
G#:sus4,G#,C#,D#,,,,,,415.3046975799451,554.3652619537443,622.253967444162,,,,,
G#:maj,G#,B#,D#,,,,,,415.3046975799451,523.2511306011974,622.253967444162,,,,,
Bb:maj/4,Bb,D,Eb,F,,,,,466.1637615180899,587.3295358348153,622.253967444162,698.456462866008,,,,
D:7(b9)/3,D,F#,A,C,Eb,,,,293.66476791740746,369.99442271163434,440.0,523.2511306011974,622.253967444162,,,
"A:7(#9,11,13)",A,C#,E,G,B#,D,F#,,440.0,554.3652619537443,659.2551138257401,783.990871963499,1046.5022612023952,1174.659071669631,1479.977690846539,
D:min/b7,D,F,A,C,,,,,293.66476791740746,349.2282314330038,440.0,523.2511306011974,,,,
B:min7/4,B,D,E,F#,A,,,,493.8833012561241,587.3295358348153,659.2551138257401,739.988845423269,880.0000000000003,,,
F:7/b7,F,A,C,Eb,,,,,349.2282314330038,440.0,523.2511306011974,622.253967444162,,,,
G:dim/b3,G,Bb,Db,,,,,,391.99543598174927,466.1637615180899,554.3652619537443,,,,,
G:min6/5,G,Bb,D,E,,,,,391.99543598174927,466.1637615180899,587.3295358348153,659.2551138257401,,,,
Bb:maj(9),Bb,D,F,C,,,,,466.1637615180899,587.3295358348153,698.456462866008,1046.5022612023952,,,,
Gb:maj6/9,Gb,Bb,Db,Eb,Ab,,,,369.99442271163434,466.1637615180899,554.3652619537443,622.253967444162,830.6093951598907,,,
F:maj6/9,F,A,C,D,G,,,,349.2282314330038,440.0,523.2511306011974,587.3295358348153,783.990871963499,,,
"A:(3,b5,b7,b9)",A,C#,Eb,G,Bb,,,,440.0,554.3652619537443,622.253967444162,783.990871963499,932.3275230361803,,,
G:min/b3,G,Bb,D,,,,,,391.99543598174927,466.1637615180899,587.3295358348153,,,,,
"Ab:(2,*3,5)",Ab,Bb,Eb,,,,,,415.3046975799451,466.1637615180899,622.253967444162,,,,,
"Eb:aug(b7,9)",Eb,G,B,Db,F,,,,311.1269837220808,391.99543598174927,493.8833012561241,554.3652619537443,698.456462866008,,,
"C:aug(b7,b9)",C,E,G#,Bb,Db,,,,261.6255653005985,329.62755691286986,415.3046975799451,466.1637615180899,554.3652619537443,,,
C:7/b7,C,E,G,Bb,,,,,261.6255653005985,329.62755691286986,391.99543598174927,466.1637615180899,,,,
