id,biab_id,score_title,score_authors,file_path,jams_path
biab-internet-corpus_863.jams,"Mama, Let Him Play_id_04855_wdick.MGU","Mama, Let Him Play               Jerry Doucette",,"../../partitions/biab-internet-corpus/raw/Mama, Let Him Play_id_04855_wdick.MGU",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_863.jams
biab-internet-corpus_864.jams,Our Day Will Come_id_02039_community.Mgu,Our Day Will Come,,../../partitions/biab-internet-corpus/raw/Our Day Will Come_id_02039_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_864.jams
biab-internet-corpus_865.jams,Always_id_07107_allanah.MGU,Always - Irving Berlin,,../../partitions/biab-internet-corpus/raw/Always_id_07107_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_865.jams
biab-internet-corpus_866.jams,Les Grelots _id_01607_community.Mgu,Les Grelots [The SleighBells] - M. Petrucciani,,../../partitions/biab-internet-corpus/raw/Les Grelots _id_01607_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_866.jams
biab-internet-corpus_867.jams,"Glory Of Love, The_id_02614_community.Mgu",The Glory Of Love - Billy Hill,,"../../partitions/biab-internet-corpus/raw/Glory Of Love, The_id_02614_community.Mgu",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_867.jams
biab-internet-corpus_868.jams,Taboo_id_02512_community.Mgu,Taboo,,../../partitions/biab-internet-corpus/raw/Taboo_id_02512_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_868.jams
biab-internet-corpus_869.jams,"Girl From Ipanema, The_id_09533_allanah.MGU",Girl From Ipanema (Antonio Carlos Jobim),,"../../partitions/biab-internet-corpus/raw/Girl From Ipanema, The_id_09533_allanah.MGU",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_869.jams
biab-internet-corpus_870.jams,If I Had My Life To Live Over_id_01381_community.Mgu,If I Had My Life To Live Over - Larry Vincent,,../../partitions/biab-internet-corpus/raw/If I Had My Life To Live Over_id_01381_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_870.jams
biab-internet-corpus_871.jams,Ship Without A Sail_id_02252_community.Mgu,Ship Without A Sail,,../../partitions/biab-internet-corpus/raw/Ship Without A Sail_id_02252_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_871.jams
biab-internet-corpus_872.jams,"Lady Is A Tramp, The_id_04713_wdick.MG1",Lady Is A Tramp   lyrics  no melody,,"../../partitions/biab-internet-corpus/raw/Lady Is A Tramp, The_id_04713_wdick.MG1",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_872.jams
biab-internet-corpus_873.jams,Billy In The Lowground_id_03391_wdick.MGU,Billy In The Lowground,,../../partitions/biab-internet-corpus/raw/Billy In The Lowground_id_03391_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_873.jams
biab-internet-corpus_874.jams,New Moon Over My Shoulder_id_11752_community.Mgu,New Moon Over My Shoulder,,../../partitions/biab-internet-corpus/raw/New Moon Over My Shoulder_id_11752_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_874.jams
biab-internet-corpus_875.jams,Carolina In The Morning_id_03644_wdick.MGU,Carolina In The Morning,,../../partitions/biab-internet-corpus/raw/Carolina In The Morning_id_03644_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_875.jams
biab-internet-corpus_876.jams,Don't Bother Me_id_03961_wdick.MGU,Don't Bother Me,,../../partitions/biab-internet-corpus/raw/Don't Bother Me_id_03961_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_876.jams
biab-internet-corpus_877.jams,Windy City_id_10789_allanah.MGU,Windy City - JazzFast.sty demo - -,,../../partitions/biab-internet-corpus/raw/Windy City_id_10789_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_877.jams
biab-internet-corpus_878.jams,Happy Feet_id_01074_community.Mgu,Happy Feet,,../../partitions/biab-internet-corpus/raw/Happy Feet_id_01074_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_878.jams
biab-internet-corpus_879.jams,New World_id_01938_community.Mg9,New World,,../../partitions/biab-internet-corpus/raw/New World_id_01938_community.Mg9,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_879.jams
biab-internet-corpus_880.jams,I Wonder Who's Kissing Her Now_id_10241_allanah.MGU,I WONDER WHO'S KISSING HER NOW,,../../partitions/biab-internet-corpus/raw/I Wonder Who's Kissing Her Now_id_10241_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_880.jams
biab-internet-corpus_881.jams,Everything's Coming Up Roses_id_04107_wdick.MGU,Everything's Coming Up Roses ,,../../partitions/biab-internet-corpus/raw/Everything's Coming Up Roses_id_04107_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_881.jams
biab-internet-corpus_882.jams,Try A Little Tenderness_id_05620_wdick.MGU,Try A Little Tenderness    ,,../../partitions/biab-internet-corpus/raw/Try A Little Tenderness_id_05620_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_882.jams
biab-internet-corpus_883.jams,How The Money Rolls In_id_01177_community.Mgu,How the Money Rolls In,,../../partitions/biab-internet-corpus/raw/How The Money Rolls In_id_01177_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_883.jams
biab-internet-corpus_884.jams,I'm Gonna Sit Right Down And Write Myself A Letter_id_10373_wdick.MGU,"I,m Gonna Sit Right Down and Write Myself a Letter",,../../partitions/biab-internet-corpus/raw/I'm Gonna Sit Right Down And Write Myself A Letter_id_10373_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_884.jams
biab-internet-corpus_885.jams,I'll Remember April_id_01326_community.Mgu,I'll Remember April,,../../partitions/biab-internet-corpus/raw/I'll Remember April_id_01326_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_885.jams
biab-internet-corpus_886.jams,Jordu_id_10690_allanah.MGU,JOR DU,,../../partitions/biab-internet-corpus/raw/Jordu_id_10690_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_886.jams
biab-internet-corpus_887.jams,Jethro Bluegrass Style Demo Song_id_10653_allanah.MGU,Jethro Bluegrass Style Demo Song,,../../partitions/biab-internet-corpus/raw/Jethro Bluegrass Style Demo Song_id_10653_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_887.jams
biab-internet-corpus_888.jams,Good Morning Heartache_id_01013_community.Mgu,"Good Morning Heartache - Fisher, Higginbotham & Drake",,../../partitions/biab-internet-corpus/raw/Good Morning Heartache_id_01013_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_888.jams
biab-internet-corpus_889.jams,Fly Me To The Moon_id_09302_allanah.MGU,Fly Me To the Moon - Bossa,,../../partitions/biab-internet-corpus/raw/Fly Me To The Moon_id_09302_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_889.jams
biab-internet-corpus_890.jams,Ferryman_id_00873_community.Mgu,Ferryman,,../../partitions/biab-internet-corpus/raw/Ferryman_id_00873_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_890.jams
biab-internet-corpus_891.jams,"Bilbao Song, The_id_02579_community.MGU",The Bilbao Song,,"../../partitions/biab-internet-corpus/raw/Bilbao Song, The_id_02579_community.MGU",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_891.jams
biab-internet-corpus_892.jams,Sad Breeze_id_02192_community.Mgu,Sad Breeze,,../../partitions/biab-internet-corpus/raw/Sad Breeze_id_02192_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_892.jams
biab-internet-corpus_893.jams,Pop Ballad Quartet_id_12251_allanah.MGU,Pop Ballad Quartet  (z4popbal.sty)                  ,,../../partitions/biab-internet-corpus/raw/Pop Ballad Quartet_id_12251_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_893.jams
biab-internet-corpus_894.jams,Have Yourself A Merry Little Christmas_id_09770_allanah.MGB,Have Yourself A Merry Little Christmas            ,,../../partitions/biab-internet-corpus/raw/Have Yourself A Merry Little Christmas_id_09770_allanah.MGB,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_894.jams
biab-internet-corpus_895.jams,In Walked Bud_id_10463_allanah.MG1,IN WALKED BUD,,../../partitions/biab-internet-corpus/raw/In Walked Bud_id_10463_allanah.MG1,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_895.jams
biab-internet-corpus_896.jams,Lady Gay Dk_id_04712_wdick.MGU,Lady Gay                         DK/LH,,../../partitions/biab-internet-corpus/raw/Lady Gay Dk_id_04712_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_896.jams
biab-internet-corpus_897.jams,Sweet Dreams_id_02484_community.Mgu,Sweet Dreams,,../../partitions/biab-internet-corpus/raw/Sweet Dreams_id_02484_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_897.jams
biab-internet-corpus_898.jams,Surdo And Tom_id_12521_allanah.MGU,Surdo and Tom - RockSoca.sty demo - -,,../../partitions/biab-internet-corpus/raw/Surdo And Tom_id_12521_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_898.jams
biab-internet-corpus_899.jams,All That She Wants_id_07046_allanah.MGU,All that she wants (Ace of Base),,../../partitions/biab-internet-corpus/raw/All That She Wants_id_07046_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_899.jams
biab-internet-corpus_900.jams,Daydreams_id_08726_allanah.MGU,Daydreams - by Ron Stebbins,,../../partitions/biab-internet-corpus/raw/Daydreams_id_08726_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_900.jams
biab-internet-corpus_901.jams,It Was Just 1 Of Those Things_id_01463_community.Mgu,It Was Just One Of Those Things                        ,,../../partitions/biab-internet-corpus/raw/It Was Just 1 Of Those Things_id_01463_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_901.jams
biab-internet-corpus_902.jams,Miami Heat_id_09969_allanah.MGU,Miami Heat - Heavymet.sty demo - - ,,../../partitions/biab-internet-corpus/raw/Miami Heat_id_09969_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_902.jams
biab-internet-corpus_903.jams,"Music Of The Night, The_id_11693_allanah.MGU",The Music of The Night - Andrew Lloyd Webber,,"../../partitions/biab-internet-corpus/raw/Music Of The Night, The_id_11693_allanah.MGU",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_903.jams
biab-internet-corpus_904.jams,Blowin' In The Wind_id_03423_wdick.MGU,Blowing In The Wind 2,,../../partitions/biab-internet-corpus/raw/Blowin' In The Wind_id_03423_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_904.jams
biab-internet-corpus_905.jams,Ev'ry Time We Say Goodbye_id_00822_community.Mgu,Ev'ry Time We Say Goodbye - Cole Porter,,../../partitions/biab-internet-corpus/raw/Ev'ry Time We Say Goodbye_id_00822_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_905.jams
biab-internet-corpus_906.jams,Sioux City Sue_id_12818_allanah.MGU,Sioux City Sue,,../../partitions/biab-internet-corpus/raw/Sioux City Sue_id_12818_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_906.jams
biab-internet-corpus_907.jams,All Blues_id_07006_allanah.MGH,ALL BLUES                                         ,,../../partitions/biab-internet-corpus/raw/All Blues_id_07006_allanah.MGH,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_907.jams
biab-internet-corpus_908.jams,Blues In A_id_00370_community.Mgu,Blues in A,,../../partitions/biab-internet-corpus/raw/Blues In A_id_00370_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_908.jams
biab-internet-corpus_909.jams,Doxy_id_03998_wdick.MGU,Doxy 2,,../../partitions/biab-internet-corpus/raw/Doxy_id_03998_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_909.jams
biab-internet-corpus_910.jams,Donna Lee_id_08901_allanah.MGU,Donna Lee,,../../partitions/biab-internet-corpus/raw/Donna Lee_id_08901_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_910.jams
biab-internet-corpus_911.jams,I Thought About You_id_01286_community.Mgu,I Thought About You,,../../partitions/biab-internet-corpus/raw/I Thought About You_id_01286_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_911.jams
biab-internet-corpus_912.jams,When I Die Motherlode_id_05728_wdick.MG9,When I Die           Motherlode,,../../partitions/biab-internet-corpus/raw/When I Die Motherlode_id_05728_wdick.MG9,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_912.jams
biab-internet-corpus_913.jams,For Lenny and Lena_id_00922_community.MGU,For Lenny and Lena - Quincy Jones,,../../partitions/biab-internet-corpus/raw/For Lenny and Lena_id_00922_community.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_913.jams
biab-internet-corpus_914.jams,Lester Left Town_id_10945_allanah.MGU,Lester Left Town,,../../partitions/biab-internet-corpus/raw/Lester Left Town_id_10945_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_914.jams
biab-internet-corpus_915.jams,Stompin' At The Savoy_id_13100_allanah.MGU,Stompin' At The Savoy - arrangement Dennis Galloway,,../../partitions/biab-internet-corpus/raw/Stompin' At The Savoy_id_13100_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_915.jams
biab-internet-corpus_916.jams,I Loves You Porgy_id_10162_allanah.MGU,I LOVES YOU PORGY,,../../partitions/biab-internet-corpus/raw/I Loves You Porgy_id_10162_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_916.jams
biab-internet-corpus_917.jams,More Today Than Yesterday_id_01840_community.Mgu,More Today Than Yesterday,,../../partitions/biab-internet-corpus/raw/More Today Than Yesterday_id_01840_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_917.jams
biab-internet-corpus_918.jams,Freight Train_id_04245_wdick.MGU,Freight Train 2,,../../partitions/biab-internet-corpus/raw/Freight Train_id_04245_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_918.jams
biab-internet-corpus_919.jams,Perhaps_id_02075_community.Mgu,Perhaps - Charlie Parker,,../../partitions/biab-internet-corpus/raw/Perhaps_id_02075_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_919.jams
biab-internet-corpus_920.jams,Sentimental_id_02225_community.Mgu,Sentimental,,../../partitions/biab-internet-corpus/raw/Sentimental_id_02225_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_920.jams
biab-internet-corpus_921.jams,Red Sails In The Sunset_id_12329_allanah.MGU,* Red Sails In The Sunset,,../../partitions/biab-internet-corpus/raw/Red Sails In The Sunset_id_12329_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_921.jams
biab-internet-corpus_922.jams,Call It A Summer Day_id_08164_allanah.MGU,CALL IT A SUMMER DAY  [-pno]                            ,,../../partitions/biab-internet-corpus/raw/Call It A Summer Day_id_08164_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_922.jams
biab-internet-corpus_923.jams,Chelsea Bridge_id_00533_community.Mgu,Chelsea Bridge - Billy Strayhorn,,../../partitions/biab-internet-corpus/raw/Chelsea Bridge_id_00533_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_923.jams
biab-internet-corpus_924.jams,Shady Grove_id_05327_wdick.MGU,Shady Grove,,../../partitions/biab-internet-corpus/raw/Shady Grove_id_05327_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_924.jams
biab-internet-corpus_925.jams,Blues By Django Reinhardt_id_07814_allanah.MG1,Blues - by Django Reinhardt,,../../partitions/biab-internet-corpus/raw/Blues By Django Reinhardt_id_07814_allanah.MG1,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_925.jams
biab-internet-corpus_926.jams,They Can't Take That Away From Me_id_13572_allanah.MGU,They can't take that away from me,,../../partitions/biab-internet-corpus/raw/They Can't Take That Away From Me_id_13572_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_926.jams
biab-internet-corpus_927.jams,Hang On Little Tomato_id_01067_community.Mgu,Hang On Little Tomato,,../../partitions/biab-internet-corpus/raw/Hang On Little Tomato_id_01067_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_927.jams
biab-internet-corpus_928.jams,Blessed Are Those_id_03419_wdick.MGU,Blessed Are Those,,../../partitions/biab-internet-corpus/raw/Blessed Are Those_id_03419_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_928.jams
biab-internet-corpus_929.jams,Last Night_id_01597_community.Mgu,Last Night,,../../partitions/biab-internet-corpus/raw/Last Night_id_01597_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_929.jams
biab-internet-corpus_930.jams,Blues For Alice_id_00363_community.MGU,Blues For Alice - Charlie Parker,,../../partitions/biab-internet-corpus/raw/Blues For Alice_id_00363_community.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_930.jams
biab-internet-corpus_931.jams,Green Fields Of France_id_09631_allanah.MGU,Green Fields of France,,../../partitions/biab-internet-corpus/raw/Green Fields Of France_id_09631_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_931.jams
biab-internet-corpus_932.jams,Here Comes The Sun_id_04384_wdick.MGB,HERE COMES THE SUN                                ,,../../partitions/biab-internet-corpus/raw/Here Comes The Sun_id_04384_wdick.MGB,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_932.jams
biab-internet-corpus_933.jams,Are You Real_id_07264_allanah.MG1,Are you real (Benny Golson),,../../partitions/biab-internet-corpus/raw/Are You Real_id_07264_allanah.MG1,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_933.jams
biab-internet-corpus_934.jams,Merrilynne_id_11371_allanah.MGU,MERRILYNNE   [ - pno ]                                     ,,../../partitions/biab-internet-corpus/raw/Merrilynne_id_11371_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_934.jams
biab-internet-corpus_935.jams,"I'm Comin', Virginia_id_01342_community.SGU","I'm Comin', Virginia",,"../../partitions/biab-internet-corpus/raw/I'm Comin', Virginia_id_01342_community.SGU",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_935.jams
biab-internet-corpus_936.jams,"Happy Song, The_id_02622_community.Mg2",The Happy Song,,"../../partitions/biab-internet-corpus/raw/Happy Song, The_id_02622_community.Mg2",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_936.jams
biab-internet-corpus_937.jams,It's Unlikely_id_10574_allanah.MGU,It's Unlikely 3,,../../partitions/biab-internet-corpus/raw/It's Unlikely_id_10574_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_937.jams
biab-internet-corpus_938.jams,Afro_id_06917_allanah.MGH,Afro Blue     ~M. Santamaria~       RB:9,,../../partitions/biab-internet-corpus/raw/Afro_id_06917_allanah.MGH,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_938.jams
biab-internet-corpus_939.jams,Deed I Do_id_03892_wdick.MGU,Deed I Do,,../../partitions/biab-internet-corpus/raw/Deed I Do_id_03892_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_939.jams
biab-internet-corpus_940.jams,Thursday Waltz_id_11193_allanah.MGU,Thursday Waltz - Lucille.sty demo - -,,../../partitions/biab-internet-corpus/raw/Thursday Waltz_id_11193_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_940.jams
biab-internet-corpus_941.jams,Del Sasser_id_00676_community.Mg1,Del Sasser,,../../partitions/biab-internet-corpus/raw/Del Sasser_id_00676_community.Mg1,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_941.jams
biab-internet-corpus_942.jams,Presto In G_id_07414_allanah.MGU,"Presto in G - Mozart ( sonata 5, 3rd mvmt., K189h)",,../../partitions/biab-internet-corpus/raw/Presto In G_id_07414_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_942.jams
biab-internet-corpus_943.jams,Just Squeeze Me_id_01554_community.Mgu,Just Squeeze Me,,../../partitions/biab-internet-corpus/raw/Just Squeeze Me_id_01554_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_943.jams
biab-internet-corpus_944.jams,I'll Close My Eyes_id_01316_community.Mgu,I'll Close My Eyes,,../../partitions/biab-internet-corpus/raw/I'll Close My Eyes_id_01316_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_944.jams
biab-internet-corpus_945.jams,Beatrice_id_00263_community.Mgu,Beatrice - Sam Rivers,,../../partitions/biab-internet-corpus/raw/Beatrice_id_00263_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_945.jams
biab-internet-corpus_946.jams,Cocktails For Two_id_00569_community.MGX,Cocktails For Two - Sam Coslow & Art Johnston,,../../partitions/biab-internet-corpus/raw/Cocktails For Two_id_00569_community.MGX,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_946.jams
biab-internet-corpus_947.jams,Dirty Rascal_id_08035_allanah.MGU,Dirty Rascal - BakSt_16.sty demo - -,,../../partitions/biab-internet-corpus/raw/Dirty Rascal_id_08035_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_947.jams
biab-internet-corpus_948.jams,Night And Day_id_11796_allanah.MGU,NITE & DAY (Cole Porter)                          ,,../../partitions/biab-internet-corpus/raw/Night And Day_id_11796_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_948.jams
biab-internet-corpus_949.jams,Sweetie_id_13237_allanah.MGU,Sweetie - by Ron Stebbins,,../../partitions/biab-internet-corpus/raw/Sweetie_id_13237_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_949.jams
biab-internet-corpus_950.jams,Understanding The Surprise_id_13791_allanah.MG4,Understanding the Surprise,,../../partitions/biab-internet-corpus/raw/Understanding The Surprise_id_13791_allanah.MG4,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_950.jams
biab-internet-corpus_951.jams,"Chrysanthemum, The_id_10775_allanah.MGU",The Chrysanthemum - Scott Joplin,,"../../partitions/biab-internet-corpus/raw/Chrysanthemum, The_id_10775_allanah.MGU",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_951.jams
biab-internet-corpus_952.jams,Quiet Now_id_02125_community.MGU,Quiet Now,,../../partitions/biab-internet-corpus/raw/Quiet Now_id_02125_community.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_952.jams
biab-internet-corpus_953.jams,Pick Yourself Up_id_12202_allanah.MGU,PICK YOURSELF UP                                  ,,../../partitions/biab-internet-corpus/raw/Pick Yourself Up_id_12202_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_953.jams
biab-internet-corpus_954.jams,Play A Simple Melody_id_02090_community.Mgu,Play A Simple Melody - Irving Berlin,,../../partitions/biab-internet-corpus/raw/Play A Simple Melody_id_02090_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_954.jams
biab-internet-corpus_955.jams,"Fixers, The_id_09452_allanah.MGA",THE FIXERS [omit pno]                              ,,"../../partitions/biab-internet-corpus/raw/Fixers, The_id_09452_allanah.MGA",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_955.jams
biab-internet-corpus_956.jams,Relaxation_id_12424_allanah.MGU,Relaxation  -  by Les Paul  1945,,../../partitions/biab-internet-corpus/raw/Relaxation_id_12424_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_956.jams
biab-internet-corpus_957.jams,Shufflin'_id_02259_community.Mgu,Shufflin' - Ron Stebbins,,../../partitions/biab-internet-corpus/raw/Shufflin'_id_02259_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_957.jams
biab-internet-corpus_958.jams,"Hello, Young Lovers_id_04381_wdick.MGU","Hello, Young Lovers",,"../../partitions/biab-internet-corpus/raw/Hello, Young Lovers_id_04381_wdick.MGU",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_958.jams
biab-internet-corpus_959.jams,Ramona_id_12383_allanah.MGU,Ramona                                            ,,../../partitions/biab-internet-corpus/raw/Ramona_id_12383_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_959.jams
biab-internet-corpus_960.jams,"Just You, Just Me_id_01558_community.Mgu","Just You, Just Me",,"../../partitions/biab-internet-corpus/raw/Just You, Just Me_id_01558_community.Mgu",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_960.jams
biab-internet-corpus_961.jams,How About Me_id_01164_community.Mgu,How About Me - Irving Berlin,,../../partitions/biab-internet-corpus/raw/How About Me_id_01164_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_961.jams
biab-internet-corpus_962.jams,Lullaby_id_01708_community.Mgu,Lullaby - M. Petrucciani,,../../partitions/biab-internet-corpus/raw/Lullaby_id_01708_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_962.jams
biab-internet-corpus_963.jams,"Menuetto In F,_id_09968_allanah.MGU","Menuetto in F, ""Watermusic"" - Handel",,"../../partitions/biab-internet-corpus/raw/Menuetto In F,_id_09968_allanah.MGU",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_963.jams
biab-internet-corpus_964.jams,Northern Lights Of Old Aberdeen_id_11822_allanah.MGU,Northern Lights of Old Aberdeen,,../../partitions/biab-internet-corpus/raw/Northern Lights Of Old Aberdeen_id_11822_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_964.jams
biab-internet-corpus_965.jams,For The Beauty Of The Earth_id_00924_community.MGX,For The Beauty Of The Earth,,../../partitions/biab-internet-corpus/raw/For The Beauty Of The Earth_id_00924_community.MGX,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_965.jams
biab-internet-corpus_966.jams,Handy Man_id_01066_community.Mgu,Handy Man    ,,../../partitions/biab-internet-corpus/raw/Handy Man_id_01066_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_966.jams
biab-internet-corpus_967.jams,Kalamazoo_id_01560_community.MGU,I've Got A Gal In Kalamazoo,,../../partitions/biab-internet-corpus/raw/Kalamazoo_id_01560_community.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_967.jams
biab-internet-corpus_968.jams,It's Only A Paper Moon_id_10562_allanah.MGU,It's Only A Paper Moon & Recycled Paper,,../../partitions/biab-internet-corpus/raw/It's Only A Paper Moon_id_10562_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_968.jams
biab-internet-corpus_969.jams,All In The Game_id_00111_community.Mgu,All In The Game,,../../partitions/biab-internet-corpus/raw/All In The Game_id_00111_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_969.jams
