root,type,additions,bass,duration,lexical schema,coord middle,coord end
5,m,6,,2,TC_IVb,False,False
7,7,b9,,2,D,False,False
0,m,6,,4,T,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,7,,,2,D,True,False
10,,,2,2,D_Bd,False,False
0,7,,4,2,D_Rep,False,False
0,7,b9,,2,D,False,True
5,m,6,,8,T,False,False
0,m,,,2,T_Rep,False,False
0,m,,10,2,T,False,False
8,7,,,2,D_Tt,False,False
7,7,,,2,D,False,False
0,m,6,,8,T,False,False
5,m,6,,4,S,False,False
0,m,6,,4,T,False,False
7,7,,,4,D,False,False
0,m,6,,2,T_Rep,False,False
0,7,b9,,2,T,False,False
5,m,6,,4,S,False,False
0,m,6,,4,T,False,False
2,7,,,2,D_Rep,False,False
8,7,,,2,D_Tt,False,False
7,7,,,4,D,False,False
0,m,6,,8,T_Rep,False,False
5,m,6,,10,TC_IV,False,False
0,7,b9,,2,T,False,False
5,m,6,,2,TC_IVb,False,False
7,7,b9,,2,D,False,False
0,m,6,,4,T,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,7,,,2,D,True,False
10,,,2,2,D_Bd,False,False
0,7,,4,2,D_Rep,False,False
0,7,b9,,2,D,False,True
5,m,6,,8,T,False,False
0,m,,,2,T_Rep,False,False
0,m,,10,2,T,False,False
8,7,,,2,D_Tt,False,False
7,7,,,2,D,False,False
0,m,6,,8,T,False,False
0,7,,,4,T_Rep,False,False
5,7,,,4,TC_IV,False,False
0,7,,,7,T,False,False
0,7,,,1,D,False,False
5,7,,,7,T,False,False
5,7,,,1,S,False,False
0,7,,,8,T,False,False
7,7,,,4,D,False,False
5,7,,,4,TC_IV,False,False
0,7,,,8,T,False,False
0,M7,,,4,T,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,4,T,False,False
2,m7,,,2,D,False,False
7,7,,,2,D_Rep,False,False
7,m7,,,2,D,False,False
0,7,,,2,D,False,False
5,M7,,,2,T,False,False
10,7,,,2,TC_IVb,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,,6,,2,T,False,False
7,7,,,2,D,False,False
0,M7,,,4,T,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,4,T,False,False
2,m7,,,2,D,False,False
7,7,,,2,D_Rep,False,False
7,m7,,,2,D,False,False
0,7,,,2,D,False,False
5,M7,,,2,T,False,False
10,7,,,2,TC_IVb,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,,6,,2,T,False,False
11,7,,,2,D,False,False
4,M7,,,4,T,False,False
6,m7,,,2,D,False,False
11,7,,,2,D,False,False
4,M7,,,2,T,False,False
4,o7,,,2,D,False,False
6,m7,,,2,D_Btk,False,False
11,7,,,2,D_Btk,False,False
7,M7,,,4,T,False,False
9,m7,,,2,D,False,False
2,7,,,2,D,True,False
3,7,,,4,D_Tt,False,False
2,7,,,2,D,False,True
7,7,,,2,D,False,False
0,M7,,,4,T,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,4,T,False,False
2,m7,,,2,D,False,False
7,7,,,2,D_Rep,False,False
7,m7,,,2,D,False,False
0,7,,,2,D,False,False
5,M7,,,2,T,False,False
10,7,,,2,TC_IVb,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,,6,,4,T,False,False
0,M7,,,8,T,False,False
10,"b5,7",,,8,D_Bd,False,False
0,M7,,,8,T,False,False
9,7,,,8,D,False,False
2,m7,,,4,D,False,False
2,%7,,,4,Dim_bVII,False,False
0,M7,,,4,T,False,False
9,7,,,4,D,False,False
2,7,,,8,D,False,False
7,7,,,4,D_Rep,False,False
7,aug7,,,4,D,False,False
0,M7,,,8,T,False,False
10,"b5,7",,,8,D_Bd,False,False
0,M7,,,4,T,False,False
10,o7,,,4,D_Tt,False,False
9,7,,,8,D,False,False
2,m7,,,4,D,False,False
2,%7,,,4,Dim_bVII,False,False
0,M7,,,6,T,False,False
9,m7,,,2,D,False,False
2,m7,,,4,D,False,False
7,7,,,4,D,False,False
0,,6,,8,T,False,False
0,M7,,,2,T,False,False
9,m7,,,2,D,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,2,T,False,False
9,m7,,,2,D,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,,,,2,T,False,False
0,7,,4,2,D,False,False
5,,,,2,T,False,False
6,o7,,,2,Pass_bV,False,False
0,,,7,2,T,False,False
9,7,,,2,D,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,2,T,False,False
9,m7,,,2,D,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,2,T,False,False
9,m7,,,2,D,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,,,,2,T,False,False
0,7,,4,2,D,False,False
5,,,,2,T,False,False
6,o7,,,2,Pass_bV,False,False
0,,,7,2,T,False,False
9,7,,,2,D,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,,,,8,T,False,False
0,m,,,4,T,False,False
2,%7,,,2,D,False,False
7,7,b9,,2,D,False,False
0,m,,,4,T,False,False
2,%7,,,2,D,False,False
7,7,b9,,2,D,False,False
0,m,,,4,T,False,False
5,m7,,,2,D,False,False
10,7,,,2,D,False,False
3,M7,,,4,T,False,False
4,o7,,,4,Dim_bII,False,False
5,m7,,,4,D,False,False
10,7,,,4,D,False,False
3,,6,,4,D,False,False
8,M7,,,4,T,False,False
2,%7,,,4,D,False,False
7,7,b9,,4,D,False,False
0,m,,,4,T,False,False
2,%7,,,2,D,False,False
7,7,b9,,2,D,False,False
0,m,,,4,T,False,False
2,%7,,,2,D,False,False
7,7,b9,,2,D,False,False
0,m,,,4,T,False,False
2,%7,,,2,D,False,False
7,7,b9,,2,D_Rep,False,False
7,%7,,,4,D,False,False
0,7,b9,,4,D,False,False
5,m,,,8,T_Rep,False,False
5,m,,,2,T_Rep,False,False
5,m7,,3,2,T,False,False
2,%7,,,2,D,False,False
7,7,b9,,2,D,False,False
0,m,,,2,T_Rep,False,False
0,m7,,10,2,T_Rep,False,False
8,M7,,,4,T_bVI,False,False
2,%7,,,4,D,False,False
7,7,b9,,4,D,False,False
0,m,,,8,T_Rep,False,False
5,m7,,,2,TC_IV,False,False
0,m7,,,2,T_Rep,False,False
5,m7,,,2,TC_IV,False,False
0,m7,,,2,T,False,False
5,m7,,,2,TC_IVb,False,False
7,m7,,,2,D,False,False
0,m,,,8,T,False,False
0,M7,,,2,T,False,False
4,m7,,,2,D,False,False
9,m7,,,2,D,False,False
2,m7,,,1,D,False,False
7,7,,,1,D,False,False
0,M7,,,2,T_Rep,False,False
2,m7,,,2,TC_II,False,False
4,m7,,,2,T_III,False,False
5,M7,,,2,TC_IVb,False,False
4,m7,,,2,D,False,False
9,m7,,,2,D,False,False
2,m7,,,2,D,False,False
7,"sus4,7",,,2,D,False,False
0,,6,,2,T,False,False
9,m7,,,2,D,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,2,T,False,False
4,m7,,,2,D,False,False
9,m7,,,2,D,False,False
2,m7,,,1,D,False,False
7,7,,,1,D,False,False
0,M7,,,2,T_Rep,False,False
2,m7,,,2,TC_II,False,False
4,m7,,,2,T_III,False,False
5,M7,,,2,TC_IVb,False,False
4,m7,,,2,D,False,False
9,m7,,,2,D,False,False
2,m7,,,2,D,False,False
7,"sus4,7",,,2,D,False,False
0,,6,,2,T_Rep,False,False
5,M7,,,2,TC_IV,False,False
0,,6,,4,T,False,False
7,m7,,,2,D,False,False
0,7,,,2,D,True,False
9,m7,,,2,D,False,False
2,m7,,,2,D,False,False
7,m7,,,2,D,False,False
0,7,,,2,D,False,True
5,M7,,,4,T,False,False
4,m,,,3,T_III_Rep,False,False
4,"m,M7",,,1,T_III_Rep,False,False
4,m7,,,2,T_III_Rep,False,False
4,m,6,,2,T_III,False,False
6,%7,,,2,D,False,False
11,7,b9,,2,D,False,False
4,m7,,,1,D,False,False
9,aug7,,,1,D,False,False
2,m7,,,1,D,False,False
7,7,,,1,D,False,False
0,M7,,,2,T,False,False
4,m7,,,2,D,False,False
9,m7,,,2,D,False,False
2,m7,,,1,D,False,False
7,7,,,1,D,False,False
0,M7,,,2,T_Rep,False,False
2,m7,,,2,TC_II,False,False
4,m7,,,2,T_III,False,False
5,M7,,,2,TC_IVb,False,False
4,m7,,,2,D,False,False
9,m7,,,2,D,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,,6,,8,T,False,False
0,m,,,8,T,False,False
5,m7,,,4,D_Bd,False,False
10,7,,,4,D_Bd,True,False
2,%7,,,4,D,False,False
7,aug7,#9,,4,D,False,True
0,m,,,8,T,False,False
3,m7,,,4,D,False,False
8,7,,,4,D,False,False
1,M7,,,8,T,False,False
2,%7,,,4,D,False,False
7,aug7,#9,,4,D,False,False
0,m,,,4,T,False,False
2,%7,,,2,D,False,False
7,aug7,,,2,D,False,False
0,m,,,8,T,False,False
5,m7,,,4,D_Bd,False,False
10,7,,,4,D_Bd,True,False
2,%7,,,4,D,False,False
7,aug7,#9,,4,D,False,True
0,m,,,8,T,False,False
3,m7,,,4,D,False,False
8,7,,,4,D,False,False
1,M7,,,8,T,False,False
2,%7,,,4,D,False,False
7,aug7,#9,,4,D,False,False
0,m,,,4,T,False,False
9,7,#9,,4,D,False,False
2,%7,,,4,D,False,False
7,aug7,#9,,4,D,False,False
0,m,,,4,T,False,False
9,7,#9,,4,D,False,False
2,%7,,,4,D,False,False
7,aug7,#9,,4,D,False,False
0,m,,,4,T,False,False
0,,6,,2,T,False,False
3,o7,,,2,D_Tt,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,,6,,2,T,False,False
9,m7,,,2,D,False,False
8,7,,,2,D_Tt,False,False
7,7,,,2,D,False,False
0,M7,,,2,T,False,False
3,o7,,,2,D_Tt,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,,6,,4,T,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,,6,,2,T,False,False
3,o7,,,2,D_Tt,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,,6,,2,T,False,False
9,m7,,,2,D,False,False
8,7,,,2,D_Tt,False,False
7,7,,,2,D,False,False
0,M7,,,2,T,False,False
3,o7,,,2,D_Tt,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,,6,,4,T,False,False
11,%7,,,2,D,False,False
4,7,,,2,D,False,False
9,m,,,2,T_Rep,False,False
9,"m,M7",,,2,T_Rep,False,False
9,m7,,,2,T,False,False
2,7,,,2,TC_IVb,False,False
0,M7,,,2,T,False,False
2,m7,,,1,D,False,False
7,7,,,1,D,False,False
0,M7,,,2,T,False,False
11,%7,,,1,D,False,False
4,7,,,1,D,False,False
9,m,,,2,T_Rep,False,False
9,"m,M7",,,2,T_Rep,False,False
9,m7,,,2,T,False,False
2,7,,,2,TC_IVb,False,False
0,M7,,,2,T,False,False
2,7,9,,2,D_Rep,False,False
8,7,,,2,D_Tt,False,False
7,7,,,2,D,False,False
0,,6,,2,T,False,False
3,o7,,,2,D_Tt,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,,6,,2,T,False,False
9,m7,,,2,D,False,False
8,7,,,2,D_Tt,False,False
7,7,,,2,D,False,False
0,M7,,,2,T,False,False
3,o7,,,2,D_Tt,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,,6,,8,T,False,False
0,m,,,4,T,False,False
5,m7,,,4,TC_IVb,False,False
7,7,#9,,4,D,False,False
0,m7,,,3,T,False,False
11,"b5,7",,,1,D_Tt,False,False
10,m7,,,2,D,False,False
3,7,b9,,2,D,False,False
8,M7,#11,,4,T,False,False
7,7,#9,,4,D,False,False
0,m7,,,4,T,False,False
2,aug7,#9,,4,D,False,False
7,m7,,,4,D,False,False
0,m7,,,4,T,False,False
5,m7,,,4,TC_IVb,False,False
7,7,#9,,4,D,False,False
0,m,6,,4,T,False,False
0,,,,4,T_Rep,False,False
5,,,,4,TC_IV,False,False
0,,,,6,T,False,False
0,7,,,2,D,False,False
5,,,,7,T,False,False
5,,,,1,S,False,False
0,,,,8,T,False,False
7,7,,,8,D,False,False
0,,,,8,T,False,False
0,,6,,4,T,False,False
11,m7,,,2,D,False,False
4,7,b9,,2,D,False,False
9,m7,,,2,D,False,False
2,7,,,2,D,False,False
7,m7,,,2,D,False,False
0,7,,,2,D,False,False
5,7,,,4,T,False,False
5,m7,,,2,D_Tt,False,False
10,7,,,2,D_Tt_Rep,False,False
4,m7,,,2,D,False,False
9,7,,,2,D_Rep,False,False
3,m7,,,2,D_Tt,False,False
8,7,,,2,D_Tt_Rep,False,False
2,m7,,,4,D,False,False
7,7,,,4,D,True,False
4,m7,,,2,D,False,False
9,m7,,,2,D,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,True
0,,,,4,T,False,False
0,M7,,,6,T,False,False
11,%7,,,3,D,False,False
4,7,,,3,D,False,False
9,m7,,,3,D,False,False
2,7,,,3,D,False,False
7,m7,,,3,D,False,False
0,7,,,3,D,False,False
5,M7,,,6,T,False,False
5,m7,,,3,D,False,False
10,7,,,3,D,False,False
3,M7,,,6,T,False,False
3,m7,,,3,D,False,False
8,7,,,3,D,False,False
1,M7,,,6,T,False,False
2,m7,,,3,D,False,False
7,7,,,3,D,True,False
4,m7,,,3,D,False,False
3,7,,,3,D_Tt,False,False
2,m7,,,3,D,False,False
7,7,,,3,D,False,True
0,M7,,,6,T,False,False
11,%7,,,3,D,False,False
4,7,,,3,D,False,False
9,m7,,,3,D,False,False
2,7,,,3,D,False,False
7,m7,,,3,D,False,False
0,7,,,3,D,False,False
5,M7,,,6,T,False,False
5,m7,,,3,D,False,False
10,7,,,3,D,False,False
3,M7,,,6,T,False,False
3,m7,,,3,D,False,False
8,7,,,3,D,False,False
1,M7,,,6,T,False,False
2,m7,,,3,D,False,False
7,7,,,3,D,True,False
4,m7,,,6,D,False,False
9,7,,,6,D,False,False
2,m7,,,6,D,False,False
7,7,,,6,D,False,True
0,,6,,12,T,False,False
2,m7,,,2,TC_II,False,False
0,M7,,,2,T,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,4,T,False,False
7,m7,,,2,D,False,False
0,aug7,,,2,D,False,False
5,M7,,,4,T,False,False
2,m7,,7,4,D_Rep,False,False
2,m7,,,2,D,False,False
7,"sus4,7",,,2,D,False,False
0,M7,#11,,4,T_Rep,False,False
2,m7,,,2,TC_II,False,False
0,M7,,,2,T,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,4,T,False,False
7,m7,,,2,D,False,False
0,aug7,,,2,D,False,False
5,M7,,,4,T,False,False
2,m7,,7,4,D_Rep,False,False
2,m7,,,2,D,False,False
7,"sus4,7",,,2,D,False,False
0,M7,#11,,4,T,False,False
7,m7,,,2,D,False,False
0,aug7,,,2,D,True,False
7,m7,,,2,D,False,False
6,7,,,2,D_Tt,False,True
5,M7,,,8,T,False,False
5,m7,,,2,D,False,False
10,aug7,,,2,D,True,False
5,m7,,,2,D,False,False
4,7,,,2,D_Tt,False,True
3,M7,,,2,T,False,False
3,m7,,,2,D_Tt,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
2,m7,,,2,TC_II,False,False
0,M7,,,2,T,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,4,T,False,False
7,m7,,,2,D,False,False
0,aug7,,,2,D,False,False
5,M7,,,4,T,False,False
2,m7,,7,4,D_Rep,False,False
2,m7,,,2,D,False,False
7,"sus4,7",,,2,D,False,False
0,M7,#11,,4,T,False,False
0,,6,,16,T,False,False
2,m7,,,24,D,False,False
7,7,,,8,D,False,False
0,,6,,8,T,False,False
2,m7,,,4,D,False,False
7,7,,,4,D,False,False
0,M7,,,2,T,False,False
0,7,,,2,D_Tt,False,False
11,7,,,2,D,False,False
10,7,,,2,D_Tt,False,False
9,7,b9,,48,D,False,False
2,m7,,,16,D,False,False
5,m,6,,16,D_IVm,False,False
0,M7,,,15,T,False,False
3,o7,,,1,D_Tt,False,False
2,m7,,,8,D,False,False
7,7,,,8,D,False,False
0,,6,,8,T,False,False
2,m7,,,4,D,False,False
7,7,,,4,D,False,False
0,,6,,8,T,False,False
2,m7,,,4,D,False,False
7,7,,,4,D,False,False
0,,6,,8,T,False,False
0,M7,,,4,T,False,False
6,%7,,,2,D,False,False
5,7,,,2,D_Tt,False,False
4,m7,,,4,D,False,False
9,7,b9,,4,D,False,False
2,m7,,,4,D,True,False
5,m7,,,2,D_Tt,False,False
10,7,,,2,D_Tt,False,False
9,m7,,,4,D,False,False
2,7,,,2,D,True,True
3,o7,,,2,Dim_bII,False,False
4,m7,,,2,D,False,False
9,7,,,2,D,False,False
2,m7,,,2,D,True,True
8,7,,,1,D,False,False
7,7,,,1,D_Tt,False,False
6,"b5,7",,,1,D,False,False
5,7,,,1,D_Tt,False,False
4,aug7,,,1,D,False,False
3,7,,,2,D_Tt,False,False
8,M7,,,1,D_Tt,False,True
7,7,b9,,2,D,False,False
0,M7,,,4,T,False,False
6,%7,,,2,D,False,False
5,7,,,2,D_Tt,False,False
4,m7,,,4,D,False,False
9,7,b9,,4,D,False,False
2,m7,,,4,D,True,False
5,m7,,,2,D_Tt,False,False
10,7,,,2,D_Tt,False,False
9,m7,,,4,D,False,False
2,7,,,2,D,True,True
3,o7,,,2,Dim_bII,False,False
4,m7,,,2,D,False,False
9,7,,,2,D,False,False
2,m7,,,2,D,True,True
8,7,,,1,D,False,False
7,7,,,1,D_Tt,False,False
6,"b5,7",,,1,D,False,False
5,7,,,1,D_Tt,False,False
4,aug7,,,1,D,False,False
3,7,,,2,D_Tt,False,False
8,M7,,,1,D_Tt,False,True
7,7,b9,,1,D,False,False
0,7,,,1,D_Rep,False,False
0,7,,,8,D,False,False
5,m,,,2,T_Rep,False,False
1,,,5,2,T_bVI_Rep,False,False
5,m,6,,2,T_Rep,False,False
1,,,5,2,T_bVI,False,False
2,%7,,,4,D_Tt,False,False
7,7,b9,,4,D_Tt,True,False
11,m7,,,2,D_Bd,False,False
4,7,b9,,2,D_Bd,True,True
8,m7,,,2,D,False,False
1,7,b9,,2,D,False,True
6,M7,,,4,T,False,False
7,M7,,6,4,D_Tt,False,False
6,M7,,,4,T,False,False
7,M7,,6,4,D_Tt,False,False
6,M7,,,4,T,False,False
7,M7,,6,4,D,True,False
5,m7,,,2,D_Tt,False,False
10,7,,,2,D_Tt_Rep,False,False
4,m7,,,2,D,False,False
9,7,,,2,D_Rep,False,False
3,m7,,,2,D_Tt,False,False
8,7,,,2,D_Tt_Rep,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,True
0,M7,,,4,T,False,False
6,%7,,,2,D,False,False
5,7,,,2,D_Tt,False,False
4,m7,,,4,D,False,False
9,7,b9,,4,D,False,False
2,m7,,,4,D,True,False
5,m7,,,2,D_Tt,False,False
10,7,,,2,D_Tt,False,False
9,m7,,,4,D,False,False
2,7,,,2,D,True,True
3,o7,,,2,Dim_bII,False,False
4,m7,,,2,D,False,False
9,7,,,2,D,False,False
2,m7,,,2,D,True,True
8,7,,,1,D,False,False
7,7,,,1,D_Tt,False,False
6,"b5,7",,,1,D,False,False
5,7,,,1,D_Tt,False,False
4,aug7,,,1,D,False,False
3,7,,,2,D_Tt,False,False
8,M7,,,1,D_Tt,False,True
7,7,b9,,1,D,False,False
0,7,,,5,T,False,False
0,M7,,,2,T,False,False
7,aug7,,,2,D,False,False
0,M7,,,2,T,False,False
9,7,,,2,D,False,False
2,m,,,2,D_Rep,False,False
2,"m,M7",,,2,D_Rep,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,4,T,False,False
9,m7,,,4,D,False,False
2,7,,,4,D,False,False
7,7,,,4,D,False,False
0,M7,,,2,T,False,False
4,7,,,2,D,False,False
9,m7,,,2,T,False,False
0,7,,,2,D,False,False
5,M7,,,2,T,False,False
9,7,,,2,D,False,False
2,m7,,,4,D,False,False
7,7,,,2,D,True,False
6,o7,,,2,Dim_bII,False,False
7,7,,,2,D_Rep,False,False
7,aug7,,,2,D,False,True
0,M7,,,2,T,False,False
1,o7,,,2,Dim_bII,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,2,T,False,False
7,aug7,,,2,D,False,False
0,M7,,,2,T,False,False
9,7,,,2,D,False,False
2,m,,,2,D_Rep,False,False
2,"m,M7",,,2,D_Rep,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,4,T,False,False
9,m7,,,4,D,True,False
11,m7,,,4,D,False,False
4,7,,,4,D,False,False
9,m7,,,2,D,False,True
8,o7,,,2,D_Tt,False,False
7,m7,,,2,D,False,False
0,7,,,2,D,False,False
5,M7,,,4,T,False,False
6,o7,,,4,Dim_bVII,False,False
4,m7,,,2,D,False,False
3,o7,,,2,D_Tt,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,,6,,8,T,False,False
4,%7,,,2,D,False,False
9,7,#9,,2,D,True,False
4,%7,,,2,D,False,False
9,7,#9,,2,D,True,True
4,%7,,,2,D,False,False
9,7,#9,,2,D,True,True
4,%7,,,2,D,False,False
9,7,#9,,2,D,False,True
2,%7,,,2,D,False,False
7,7,#9,,2,D,True,False
2,%7,,,2,D,False,False
7,7,#9,,2,D,True,True
2,%7,,,2,D,False,False
7,7,#9,,2,D,True,True
2,%7,,,2,D,False,False
7,7,#9,,1,D,False,True
0,,,,17,T_Rep,False,False
0,7,,,4,T_Rep,False,False
5,7,,,4,TC_IV,False,False
0,7,,,6,T,False,False
4,7,,,2,Aug_bII,False,False
5,7,,,8,T,False,False
4,m7,,,2,D,False,False
9,7,,,2,D_Rep,False,False
3,m7,,,2,D_Tt,False,False
8,7,,,2,D_Tt_Rep,False,False
2,m7,,,2,D_Rep,False,False
8,7,9,,2,D_Tt,False,False
7,7,,,4,D,False,False
0,7,,,4,T_Rep,False,False
0,7,#9,,4,T,False,False
0,M7,,,8,T,False,False
0,m7,,,6,D,False,False
5,7,,,2,D,False,False
10,M7,,,8,T,False,False
10,m7,,,6,D,False,False
3,7,,,2,D,False,False
8,M7,,,4,T,False,False
5,m7,,,4,S_Rep,False,False
8,M7,,,4,S_bIII_Rep,False,False
5,m7,,,4,S_Rep,False,False
8,M7,,,4,S_bIII_Rep,False,False
5,m7,,,4,S,False,False
0,M7,,,4,T,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,8,T,False,False
0,m7,,,6,D,False,False
5,7,,,2,D,False,False
10,M7,,,8,T,False,False
10,m7,,,6,D,False,False
3,7,,,2,D,False,False
8,M7,,,4,T,False,False
5,m7,,,4,S_Rep,False,False
8,M7,,,4,S_bIII_Rep,False,False
5,m7,,,4,S_Rep,False,False
8,M7,,,4,S_bIII_Rep,False,False
5,m7,,,4,S,False,False
0,M7,,,4,T,False,False
4,m7,,,2,D,False,False
9,7,b9,,2,D,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,True,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,True
0,M7,,,4,T,False,False
2,m7,,,2,D,True,False
9,7,b9,,2,D,False,False
2,m7,,,2,D,False,True
7,7,,,2,D,True,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,True
0,M7,,,4,T,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,8,T,False,False
0,m7,,,6,D,False,False
5,7,,,2,D,False,False
10,M7,,,8,T,False,False
10,m7,,,6,D,False,False
3,7,,,2,D,False,False
8,M7,,,4,T,False,False
5,m7,,,4,S_Rep,False,False
8,M7,,,4,S_bIII_Rep,False,False
5,m7,,,4,S_Rep,False,False
8,M7,,,4,S_bIII_Rep,False,False
5,m7,,,4,S,False,False
0,M7,,,8,T,False,False
0,,,,2,T_Rep,False,False
0,,6,,2,T,False,False
1,o7,,,4,Dim_bII,False,False
2,m7,,,2,D_Rep,False,False
2,m,6,,2,D,True,False
3,o7,,,4,Dim_bII,False,False
4,m7,,,2,D,False,False
9,m7,,,2,D,True,False
4,7,,,4,D,True,False
11,%7,,,2,D,False,False
4,7,b9,,2,D,False,True
9,aug7,,,2,D_Rep,False,False
9,7,,,2,D,False,True
2,m7,,,4,D,False,True
7,7,,,4,D,True,False
4,%7,,,4,D,False,False
9,7,b9,,4,D_Rep,False,False
9,m7,,,2,D,False,False
2,7,,,2,D,True,False
9,m7,,,2,D,False,False
2,7,,,2,D_Rep,False,False
2,m7,,,2,D,False,True
7,7,,,2,D,True,True
2,m7,,,2,D,False,False
7,7,,,2,D,False,True
0,,,,2,T_Rep,False,False
0,,6,,2,T,False,False
1,o7,,,4,Dim_bII,False,False
2,m7,,,2,D_Rep,False,False
2,m,6,,2,D,True,False
3,o7,,,4,Dim_bII,False,False
4,m7,,,2,D,False,False
9,m7,,,2,D,True,False
4,7,,,4,D_Rep,False,False
4,m7,,,4,D,False,False
9,7,,,4,D,False,True
2,m7,,,4,D,False,True
7,7,,,4,D,True,False
4,%7,,,4,D,False,False
9,7,,,4,D,False,False
2,m7,,,4,D,False,False
7,7,,,4,D,True,True
11,"sus4,7",,,2,D,False,False
4,7,,,2,D_Rep,False,False
4,%7,,,2,D,False,False
9,7,,,2,D,False,False
2,m7,,,4,D,False,False
7,7,,,4,D,False,True
0,,6,,8,T,False,False
0,M7,,,2,T,False,False
9,m7,,,2,D,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,2,T,False,False
7,m7,,,1,D,False,False
0,7,,,1,D,False,False
5,M7,,,2,T,False,False
10,7,,,2,D_Bd,True,False
4,m7,,,2,D,False,False
9,m7,,,2,D,False,False
8,7,,,2,D_Tt,False,False
7,aug7,,,1,D_Rep,False,False
7,7,,,1,D,False,True
0,,6,,2,T,False,False
9,m7,,,2,D,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,2,T,False,False
9,m7,,,2,D,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,2,T,False,False
7,m7,,,1,D,False,False
0,7,,,1,D,False,False
5,M7,,,2,T,False,False
10,7,,,2,D_Bd,True,False
4,m7,,,2,D,False,False
9,m7,,,2,D,False,False
8,7,,,2,D_Tt,False,False
7,aug7,,,1,D_Rep,False,False
7,7,,,1,D,False,True
0,,6,,4,T,False,False
7,m7,,,2,D,False,False
0,7,,,2,D,False,False
5,,6,,4,T,False,False
6,o7,,,4,Pass_bV,False,False
0,,,7,2,T,False,False
9,7,,,2,D,False,False
2,7,,,2,D,True,False
3,o7,,,2,Dim_bII,False,False
4,m7,,,2,D,False,False
9,7,b9,,2,D,False,False
2,m7,,,2,D_Rep,False,False
2,7,,,2,D_Rep,False,False
2,m7,,7,4,D,False,True
7,7,,,4,D,False,False
0,M7,,,2,T,False,False
9,m7,,,2,D,False,False
2,m7,,,2,D,False,False
7,7,,,2,D,False,False
0,M7,,,2,T,False,False
7,m7,,,1,D,False,False
0,7,,,1,D,False,False
5,M7,,,2,T,False,False
10,7,,,2,D_Bd,True,False
4,m7,,,2,D,False,False
9,m7,,,2,D,False,False
8,7,,,2,D_Tt,False,False
7,aug7,,,1,D_Rep,False,False
7,7,,,1,D,False,True
0,,6,,8,T,False,False
0,M7,,,4,T,False,False
2,%7,,,4,D,True,False
4,m7,,,4,D,True,False
5,m7,,,2,D_Tt,False,False
10,7,,,2,D_Tt_Rep,False,False
4,m7,,,2,D,False,True
3,7,,,2,D_Tt,False,False
2,m7,,,2,D,False,True
1,7,,,2,D_Tt,False,False
0,M7,,,4,T,False,False
2,%7,,,2,D,False,False
