id,title,artist,metre,global_key
0128,Brandy,Looking Glass,4/4,E
0914,If Not You,Dr. Hook,4/4,D
1268,Frankenstein,Edgar Winter,4/4,G
0188,I Want You To Want Me,Cheap Trick,4/4,A
0518,Suite: Judy Blue Eyes,"Crosby, Stills & Nash",4/4,E
0940,Feel Like Making Love,Roberta Flack,4/4,Eb
0385,Hold On,Wilson Phillips,4/4,F
1257,Lovin' You,Minnie Riperton,4/4,A
1091,He's A Rebel,The Crystals,4/4,F
0371,Losing You,Brenda Lee,12/8,E
0947,Fakin it,Simon & Garfunkel,4/4,E
0349,Don t Treat Me Bad,Firehouse,4/4,Ab
0978,The Look Of Love,Isaac Hayes,4/4,C#
1096,Look-Ka Py Py,The Meters,4/4,G
0382,Where The Streets Have No Names,Pet Shop Boys,4/4,Bb
1250,Baby Don't Change Your Mind,Gladys Knight & The Pips,4/4,C
1062,Tuff Enuff,The Fabulous Thunderbirds,4/4,B
0985,Dancing Machine,The Jacksons,4/4,Ab
1292,He's So Fine,The Chiffons,4/4,G
0172,If you need me,Solomon Burke,4/4,A
0516,Those Lazy-Hazy-Crazy Days Of Summer,Nat King Cole,4/4,Bb
1266,Honky Tonk Women,The Rolling Stones,4/4,G
1054,I Walk Alone,Marty Robbins,12/8,C
0982,Unforgettable,Natalie Cole,4/4,Bb
0378,The Humpty Dance,Digital Underground,4/4,Eb
1098,Private Dancer,Tina Turner,4/4,G
1053,Heartbreaker,Pat Benatar,4/4,F
0181,Naked Eyes,Always Something There to Remind Me,4/4,D
1261,El Condor Pasa,Simon & Garfunkel,4/4,E
0723,Maybe Tomorrow,Badfinger,4/4,A
0511,Oh My Angel,Bertha Tillman,6/8,C
0347,Sunflower,Glen Campbell,4/4,G
0235,Back Home Again,John Denver,4/4,E
0651,It's Raining Men,The Weather Girls,4/4,F
0463,Seasons Of The Heart,John Denver,4/4,C
0497,City In The Sky,The Staple Singers,4/4,D
1121,A Hazy Shade Of Winter,Simon And Garfunel,4/4,D
0804,September,"Earth, Wind & Fire",4/4,D
1126,Invisible Touch,Genesis,4/4,F
0490,My Thang,James Brown,4/4,F
0464,Flesh For Fantasy,Billy Idol,4/4,B
0656,Years From Now,Dr. Hook,3/4,G
1119,Will The Wolf Survive,Los Lobos,4/4,G
0803,True Colors,Cyndi Lauper,4/4,C
0669,You Can't Roller Skate In A Buffalo Herd,Roger Miller,4/4,G
1110,Reelin' & Rockin',Chuck Berry,4/4,G
0204,I Want To Take You Higher,Ike & Tina Turner,4/4,Ab
0452,Don't Say You Love Me,Billy Squier,4/4,F#
0660,There's the Girl,Heart,4/4,B
0455,Walk On The Wild Side (Part 1),Jimmy Smith,12/8,F
0203,"Wonderful World, Beautiful People",Jimmy Cliff,4/4,D
1117,If I Could Build My Whole World Around You,Marvin Gaye & Tammy Terrell,4/4,Db
0832,Through The Years,Kenny Rogers,4/4,G
0658,Ask Me,Elvis Presley,12/8,D
1188,Man In The Mirror,Michael Jackson,4/4,G
0268,Time For Me To Fly,REO Speedwagon,4/4,D
0401,The Goonies `R Good Enough,Cyndi Lauper,4/4,E
0633,Maneater,Daryl Hall & John Oates,4/4,B
0257,Shape Of Things To Come,Max Frost & The Troopers,4/4,F
0859,Make A Little Magic,Nitty Gritty Dirt Band,4/4,F
0091,True,Spandau Ballet,4/4,G
1143,I Love A Rainy Night,Eddie Rabbitt,4/4,C
0895,A Dream Goes On Forever,Todd Rundgren,4/4,G
0439,Ruby Baby,Dion,4/4,E
0861,You've Got Another Thing Comin',Judas Priest,4/4,F#
0062,Hurts To Be In Love,Gino Vanelli,4/4,E
0250,Handy Man,Jimmy Jones,4/4,Bb
0634,Brass Monkey,Beastie Boys,4/4,A
0406,Amie,Pure Prairie League,4/4,A
0259,Born To Be Alive,Patrick Hernandez,4/4,D
0857,Get Up (I Feel Like Being Like A) Sex Machine (Part 1),James Brown,4/4,Eb
0292,Chicago,25 or 6 to 4,4/4,A
0430,I Want a New Drug,Huey Lewis & The News,4/4,A
1186,"Baby, Baby Don't Cry",The Miracles,4/4,F
0054,Last Kiss,J. Frank Wilson & The Cavaliers,4/4,E
0850,Jump (for My Love),The Pointer Sisters,4/4,A
0261,In-A-Gadda-Da-Vida,Iron Butterfly,4/4,D
1181,Kicks,Paul Revere & The Raiders,4/4,F
0053,Over The Hills and Far Away,Led Zeppelin,4/4,G
0605,The Thrill Is Gone,B.B. King,4/4,B
0295,Just The Way You Are,Billy Joel,4/4,D
1116,Ebony Eyes,The Everly Brothers,3/4,E
0692,Fever,Rita Coolidge,4/4,A
0454,Feel Like Making Love,Roberta Flack,4/4,Eb
0202,Love Train,The O'Jays,4/4,C
0030,Indiana Wants Me,R Dean Tayloy,4/4,Ab
0833,You Can Call Me Al,Paul Simon,4/4,F
0659,Harden My Heart,Quarterflash,4/4,B
0037,Foggy Mountain Breakdown,Flatt & Scruggs,4/4,Ab
0205,Pressure,Billy Joel,4/4,D
0695,Boulevard,Jackson Browne,4/4,A
1111,Land Of 1000 Dances,Chris Kenner,4/4,Eb
0834,Good Morning Starshine,Oliver,4/4,Bb
0657,In Your Soul,Corey Hart,4/4,A
0465,Give To Live,Sammy Hagar,4/4,D
1127,One Less Bell To Answer,The 5th Dimension,4/4,D
0802,Theme From The Dukes Of Hazzard,Waylon Jennings,4/4,F
0668,Big Yellow Taxi,Joni Mitchell,4/4,D
1118,Funny Girl,Barbra Streisand,4/4,Eb
1120,Big Iron,Marty Robbins,4/4,E
0234,Life Is A Carnival,The Band,4/4,E
0006,The Rose,Bette Midler,4/4,C
0650,Hello Dolly,Louis Armstrong,4/4,C
0805,Just A Dream,Jimmy Clanton,12/8,G
0039,It's Only Rock and Roll (But I Like It),Rolling Stones,4/4,E
0099,A Trick Of The Night,Bananarama,4/4,C
1174,Happy Anniversary,Little River Band,4/4,E
0294,Mr. Bojangles,Jerry Jeff Walker,3/4,D
1180,Lucky Man,"Emerson, Lake & Palmer",4/4,G
0260,She's A Lady,Tom Jones,4/4,D
0856,I Like The Way (The Kissing Game),Hi-Five,4/4,Bb
0258,Don t Treat Me Bad,Firehouse,4/4,Ab
0603,Sleep Walk,Santo & Johnny,6/8,Db
0267,Worried Guy,Johnny Tillotson,4/4,G
0055,Smoking Gun,The Robert Cray Band,4/4,E
0293,Every Little Thing She Does Is Magic,The Police,4/4,D
1173,Live To Tell,Madonna,4/4,D
0894,On And On And On,Abba,4/4,C
0251,Theme From Electric Surfboard,Brother Jack McDuff,4/4,Bb
0407,Wild Horses,Gino Vannelli,4/4,Bb
0635,Little Old Lady From Pasadena,Jan & Dean,4/4,Eb
0097,Motown Philly,Boyz II Men,4/4,D
1145,Tell Me What You Want Me To Do,Tevin Campbell,4/4,Db
0893,War,Edwin Starr,4/4,Eb
0269,Money,Pink Floyd,7/4,B
1142,Hard Days Night,The Beatles,4/4,G
0400,Woman To Woman,Shirley Brown,4/4,Eb
0064,Cry Softly Lonely One,Roy Orbison,4/4,G
0256,Smokin' In The Boys Room,Brownsville station,4/4,D
0280,It Takes Two,Marvin Gaye & Kim Weston,4/4,Bb
1160,I Got Stripes,Johnny Cash,4/4,Db
1194,The Year That Clayton Delaney Died,Tom T. Hall,4/4,Db
0046,I'll Take You There,The Staple Singers,4/4,C
0610,Rocket Ride,Kiss,4/4,Eb
0079,Cold Sweat - Part 1,James Brown,4/4,D
0845,I Got My Mind Set On You,George Harrison,4/4,E
0617,His Latest Flame,Elvis Presley,4/4,G
0425,See See Rider,LaVern Baker,4/4,Db
1193,She's A Woman,The Beatles,4/4,Ab
0041,Absolutely Right,Five Man Electrical Band,4/4,A
1167,Rebel Yell,Billy Idol,4/4,B
0889,Don t You Know What The Night Can Do,Steve Winwood,4/4,A
0842,Goodbye Yellow Brick Road,Elton John,4/4,F
0628,Hold On,Wilson Phillips,4/4,F
0077,Reminiscing,Little River Band,4/4,D
0245,It Amazes Me,John Denver,4/4,D
0621,Ghostbusters Theme,Ray Parker Jr,4/4,B
0083,Red Red Wine,UB40,4/4,Db
1151,Soul And Inspiration,The Righteous Brothers,4/4,A
0874,Superman,Donna Fargo,4/4,B
0414,Someone,The Rembrandts,4/4,B
0242,Because I Love You,Stevie B,4/4,Db
0070,Hot Fun In The Summertime,Sly & The Family Stone,4/4,C
1169,"Right Here, Right Now",Jesus Jones,4/4,D
0887,Me Myself And I,De La Soul,4/4,A
0289,Guitar Man,Elvis Presley,4/4,Db
0873,The Battle Of New Orleans,Johnny Horton,4/4,A
0619,If I Could Build My Whole World Around You,Marvin Gaye & Tammy Terrell,4/4,Db
0229,Honky Tonk Women,The Rolling Stones,4/4,G
0827,Just A Friend,Biz Markie,4/4,C
1102,Rock This Town,Stray Cats,4/4,D
0672,Baby Workout,Jackie Wilson,4/4,F
0818,Blue Jean,David Bowie,4/4,D
0216,Do your thing,Isaac Hayes,4/4,F
0478,One Last Kiss,J. Geils Band,4/4,D
0023,And She Was,Talking Heads,4/4,E
0675,With A Little Help From My Friends,Joe Cocker,4/4,E
0681,With Or Without You,U2,4/4,D
0816,Where Or When,Dion,4/4,Ab
0218,Fernando,Abba,4/4,A
0688,On The Road Again,Canned Heat,4/4,E
0471,As Usual,Brenda Lee,4/4,Db
0643,The People In Me,The Music Machine,4/4,Ab
0227,Promises In The Dark,Pat Benatar,4/4,F
0015,Last Child,Aerosmith,4/4,Eb
1133,Cruisin',Smokey Robinson,4/4,E
0485,Rich Girl,Hall and Oates,4/4,F
0811,Let's Get Serious,Jermaine Jackson,4/4,Bb
0482,I'm In Love,"Evelyn ""Champagne"" King",4/4,C
1134,Mighty Good Lovin',The Miracles,4/4,Eb
0012,Lookin' for Love,Johnny Lee,4/4,D
0220,Ramblin' Rose,Nat King Cole,4/4,A
0476,I Adore Mi Amor,Color Me Badd,4/4,Eb
0627,Nick of Time,Bonnie Raitt,4/4,C
0415,Golden Years,David Bowie,4/4,Gb
0071,Paradise by the Dashboard Light,Meatloaf,4/4,C
0085,I Just Can't Stop Loving You,Michael Jackson,4/4,C
1157,Easy,The Commodores,4/4,Ab
0872,Secret Love,Freddy Fender,4/4,G
0618,Everybody Loves Somebody,Dean Martin,4/4,Eb
0288,As Usual,Brenda Lee,4/4,Db
0886,Dance Hall Days,Wang Chung,4/4,C
1168,Ode To Billie Joe,Bobbie Gentry,4/4,D
1150,Rock This Town,Stray Cats,4/4,D
0244,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones,4/4,G
0412,Sunday Morning Sunshine,Harry Chapin,4/4,E
0620,Twisting the Night Away,Rod Stewart,4/4,D
0881,Don't stand so close to me,Police,4/4,Eb
0875,She Thinks I Still Care,Elvis Presley,4/4,Bb
0049,People,Barbara Streisand,4/4,A
0888,Baby Don't Change Your Mind,Gladys Knight & The Pips,4/4,C
1166,I Cried A Tear,LaVern Baker,12/8,A
0616,Simon & Garfunkel,Mrs. Robinson,4/4,A
1192,Standing In The Shadows Of Love,Four Tops,4/4,Bb
0040,The Power,Snap,4/4,B
0843,If I Could Turn Back Time,Cher,4/4,B
0629,Beat It,Michael Jackson,4/4,Eb
0275,Promises In The Dark,Pat Benatar,4/4,F
1161,Daddy's Home,Cliff Richard,4/4,E
0281,There's the Girl,Heart,4/4,B
0844,Burning Down The House,Talking Heads,4/4,D
0078,Dial My Heart,The Boys,4/4,A
0448,Jump (for My Love),The Pointer Sisters,4/4,A
0810,Unskinny Bop,Poison,4/4,Ab
0221,Feel Like Making Love,Roberta Flack,4/4,Eb
0477,Carrie-Anne,The Hollies,4/4,C
0645,(Sittin' On) The Dock Of The Bay,Otis Redding,4/4,G
0483,Right Place Wrong Time,Dr. John,4/4,Eb
1135,Loving Her Was Easier,Kris Kristofferson,4/4,C
0689,"The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Association",Jan & Dean,4/4,D
1132,Those Lazy-Hazy-Crazy Days Of Summer,Nat King Cole,4/4,Bb
1300,Where The Streets Have No Names,Pet Shop Boys,4/4,Bb
0484,Heart in Hand,Brenda Lee,4/4,C
0828,Journey To The Center Of The Mind,The Amboy Dukes,4/4,A
0479,Wendy,The Beach Boys,4/4,F
0821,Just Like Jesse James,Cher,4/4,Ab
0680,Years Ago,George Harrison,4/4,D
1104,What You See Is What You Get,Tina Turner,4/4,F
0022,Never My Love,The 5th Dimension,4/4,G
0210,She's A Lady,Tom Jones,4/4,D
0674,Sugar Shack,The Fireballs,4/4,G
0446,Back Home Again,John Denver,4/4,E
0228,Still Cruisin,The Beach Boys,4/4,F
0217,Jessie's Girl,Rick Springfield,4/4,D
0025,Chicago,Graham Nash,4/4,A
0819,Mercy Mercy Me (The Ecology),Marvin Gaye,4/4,E
1103,The Twist,Chubby Checker,4/4,E
0687,Need You Tonight,INXS,4/4,C
0391,It's Your Thing,The Isley Brothers,4/4,F
1071,Rock And Roll Never Forgets,Bob Seger,4/4,E
0157,Sleep Walk,Santo & Johnny,6/8,Db
1085,Make Me Smile,Chicago,4/4,Eb
0533,Baby You're Right,James Brown,4/4,D
0701,White Wedding,Billy Idol,4/4,B
0954,I Cried A Tear,LaVern Baker,12/8,A
0168,The Animals,San Franciscan Nights,4/4,C
0706,Living In The Past,Jethro Tull,5/4,C
0150,What's Love Got To Do With It,Tina Turner,4/4,G#
1082,Take Me Down,Alabama,4/4,C
0362,Last Kiss,Wednesday,4/4,E
1076,Can We Still Be Friends,Todd Rundgren,4/4,C#
0396,Fever,Peggy Lee,4/4,A
1244,Help!,The Beatles,4/4,A
1286,Sukiyaki,A Taste Of Honey,4/4,Eb
0354,Philadelphia Freedom,Elton John,4/4,Bb
0730,His Latest Flame,Elvis Presley,4/4,G
0502,I've Been Loving You Too Long (To Stop Now),Otis Redding,6/8,A
1040,Lay Down Sally,Eric Clapton,4/4,A
0192,Unforgettable,Dinah Washington,12/8,F
1272,Sidewalk Surfin',Jan & Dean,4/4,D
0965,Sweet Soul Music,Arthur Conley,4/4,C
0159,Little Sister,Elvis Presley,4/4,E
0991,The Bitch Is Back,Elton John,4/4,Ab
0195,Schoool's out,Alice Cooper,4/4,F#
0737,Shadow Dancing,Andy Gibb,4/4,G
1281,When It's Love,Van Halen,4/4,D
0353,I Can't Drive 55,Sammy Hagar,4/4,E
0996,I Want To Take You Higher,Ike & Tina Turner,4/4,Ab
1078,There'll Never Be,Switch,4/4,G
0708,Sara Smile,Daryl Hall & John Oates,4/4,D
0338,Through The Years,Kenny Rogers,4/4,G
1013,Time Will Reveal,Debarge,4/4,C
1221,I'm In Love,Wilson Pickett,4/4,E
0797,I Don't Love You Anymore,Teddy Pendergrass,4/4,G
0909,Kisses On The Wind,Neneh Cherry,4/4,D
0307,Cruisin',Smokey Robinson,4/4,E
0300,Here I Go Again,Whitesnake,4/4,G
0790,Everybody Loves Me but You,Brenda Lee,12/8,G
1226,All she wants is,Duran Duran,4/4,D
1014,Play That Funky Music,Wild Cherry,4/4,E
0309,All Through The Night,Cyndi Lauper,4/4,Ab
0560,Cecilia,Simon & Garfunkel,4/4,B
0752,Levon,Elton John,4/4,F
0336,Your Love Has Lifted Me Higher,Rita Coolidge,4/4,Db
0104,We Two,Little River Band,4/4,A
1210,Lovers Who Wander,Dion,4/4,C
1022,Surrender,Cheap Trick,4/4,Bb
0594,Situation,Yaz,4/4,C#
1228,Saturday Night,Bay City Rollers,4/4,G
0900,I Wish It Would Rain,The Temptations,4/4,Bb
1025,Over The Hills and Far Away,Led Zeppelin,4/4,G
1217,Last Dance,Donna Summer,4/4,Eb
0331,Jungle Boogie,Kool and the Gang,4/4,G
0755,Smokin' In The Boys Room,Brownsville station,4/4,D
0567,The Look,Roxette,4/4,A
0736,Do I Do,Stevie Wonder,4/4,B
0504,The Joker,Steve Miller Band,4/4,F
0160,If you need me,Solomon Burke,4/4,A
1280,Treat Her Like A Lady,Cornelius Brothers & Sister Rose,4/4,F#
0352,Good Vibrations,Marky Mark & The Funky Bunch,4/4,Ab
1046,Jamie,Eddie Holland,4/4,Eb
0194,Willie And The Hand Jive,Eric Clapton,4/4,A
1274,She Bop,Cyndi Lauper,4/4,A
0963,The Stroke,Billy Squier,4/4,D
0709,Caught Up In The Rapture,Anita Baker,4/4,D
0399,One Night,Elvis Presley,12/8,E
1273,We Don't Talk Anymore,Cliff Richard,4/4,C
1041,It Keeps Right On A-Hurtin',Johnny Tillotson,4/4,A
0193,Shadow Dancing,Andy Gibb,4/4,G
1287,Johnny Reb,Johnny Horton,4/4,E
0355,"I Rise, I Fall",Johnny Tillotson,4/4,E
0167,No Charge,Melba Montgomery,3/4,G
0503,Good Vibrations,Marky Mark & The Funky Bunch,4/4,Ab
0731,Lucille,Kenny Rogers,3/4,Bb
0990,Shapes Of Things,The Yardbirds,4/4,G
0158,Something About You,Level 42,4/4,E
0964,Hello Hello,The Sopwith Camel,4/4,C
0397,Kozmic Blues,Janis Joplin,6/8,A
1245,Paper Roses,Marie Osmond,4/4,Ab
0999,Hocus Pocus,Focus,4/4,A
0707,This Should Go On Forever,Rod Bernard,4/4,Gb
1048,Hooked On A Feeling,B.J. Thomas,4/4,A
0952,Feelin' Satisfied,Boston,4/4,E
1084,All Through The Night,Cyndi Lauper,4/4,Ab
0364,Evil Ways,Santana,4/4,G
0700,Does Anybody Really Know What Time It Is,Chicago,4/4,G
1070,Every Time I Think Of You,The Babys,4/4,G
0390,Young Hearts Run Free,Candi Staton,4/4,Eb
1242,Last Dance,Donna Summer,4/4,Eb
1289,There She Goes,The Las,4/4,G
0169,Don Gibson,Sea of Heartbreak,4/4,G
0559,Baby I'm Burnin',Dolly Parton,4/4,B
0901,Country Road,James Taylor,4/4,D
1229,You've got a Friend,Roberta Flack and Donny Hathaway,4/4,Ab
0330,Where Do You Wanna Go,The Fifth Dimension,4/4,G
0102,For The Good Times,Ray Price,4/4,Eb
0592,All she wants is,Duran Duran,4/4,D
1024,Baby What You Want Me To Do,Jimmy Reed,4/4,E
0798,Straight From The Heart,The Allman Brothers,4/4,A
0308,You Can't Roller Skate In A Buffalo Herd,Roger Miller,4/4,G
1211,You Don't Own Me,Lesley Gore,4/4,G
0561,Boulevard,Jackson Browne,4/4,A
0105,The Spirit of Radio,Rush,4/4,E
1218,Behind Closed Doors,Charlie Rich,4/4,Gb
0568,Dance Away,Roxy,4/4,Eb
0791,Hungry Eyes,Eric Carmen,4/4,F
1227,Chicago,25 or 6 to 4,4/4,A
0133,Detroit City,Bobby Bare,4/4,E
0765,Too Weak To Fight,Clarence Carter,4/4,Db
0339,Deeper Shade Of Soul,Urban Dance Squad,4/4,D
0550,Shake Your Groove Thing,Peaches and Herb,4/4,A
0762,Walk Like A Man,Grand Funk Railroad,4/4,E
0306,In The Navy,Village People,4/4,G
0134,I Had Too Much To Dream,Electric Prunes,4/4,D
1220,Get Ready,Rare Earth,4/4,D
1012,All This Time,Sting,4/4,G
0796,"You're The First, The Last, My Everything",Barry White,4/4,F
